feature	method	group1	group2	p_values	adj_method	p_adjust
ko05340	edgeR	HDA	HDC	0.780472790584298	none	0.780472790584298
ko00564	edgeR	HDA	HDC	0.947904506704998	none	0.947904506704998
ko00680	edgeR	HDA	HDC	0.791327518356711	none	0.791327518356711
ko00562	edgeR	HDA	HDC	0.959452059240622	none	0.959452059240622
ko03030	edgeR	HDA	HDC	0.898518965498333	none	0.898518965498333
ko00561	edgeR	HDA	HDC	0.795397846629487	none	0.795397846629487
ko00440	edgeR	HDA	HDC	0.861559398242651	none	0.861559398242651
ko00250	edgeR	HDA	HDC	0.89383873142205	none	0.89383873142205
ko00740	edgeR	HDA	HDC	0.908824214929834	none	0.908824214929834
ko04940	edgeR	HDA	HDC	0.641376158925828	none	0.641376158925828
ko00010	edgeR	HDA	HDC	0.883792781964566	none	0.883792781964566
ko05412	edgeR	HDA	HDC	0.055464987258647	none	0.055464987258647
ko00195	edgeR	HDA	HDC	0.837480869338551	none	0.837480869338551
ko03450	edgeR	HDA	HDC	0.0530382423276487	none	0.0530382423276487
ko00760	edgeR	HDA	HDC	0.899813106505431	none	0.899813106505431
ko00920	edgeR	HDA	HDC	0.994810210500095	none	0.994810210500095
ko00311	edgeR	HDA	HDC	0.00117933024280195	none	0.00117933024280195
ko00310	edgeR	HDA	HDC	0.998281426229992	none	0.998281426229992
ko04146	edgeR	HDA	HDC	0.956736327556434	none	0.956736327556434
ko00600	edgeR	HDA	HDC	0.772571983906471	none	0.772571983906471
ko04141	edgeR	HDA	HDC	0.307900876244914	none	0.307900876244914
ko04142	edgeR	HDA	HDC	0.0383821656952319	none	0.0383821656952319
ko00604	edgeR	HDA	HDC	0.0050450745049057	none	0.0050450745049057
ko04260	edgeR	HDA	HDC	9.9443083178609e-06	none	9.9443083178609e-06
ko05142	edgeR	HDA	HDC	5.46732671329478e-20	none	5.46732671329478e-20
ko00513	edgeR	HDA	HDC	2.96771659557922e-13	none	2.96771659557922e-13
ko04973	edgeR	HDA	HDC	0.162865146867373	none	0.162865146867373
ko00510	edgeR	HDA	HDC	0.947547950126813	none	0.947547950126813
ko05110	edgeR	HDA	HDC	1	none	1
ko04974	edgeR	HDA	HDC	0.988370355558984	none	0.988370355558984
ko04976	edgeR	HDA	HDC	0.0269738868847146	none	0.0269738868847146
ko00450	edgeR	HDA	HDC	0.963566529172098	none	0.963566529172098
ko01051	edgeR	HDA	HDC	0.785002549772764	none	0.785002549772764
ko00565	edgeR	HDA	HDC	0.423283030780411	none	0.423283030780411
ko00524	edgeR	HDA	HDC	0.776145764342309	none	0.776145764342309
