""	"FBG"	"Weight"	"OGTT"	"Acetic.acid"	"Propionic.acid"	"Butyric.acid"	"Valeric.acid"	"Isovaleric.acid"
"Mediterraneibacter"	"0.517765216218368"	"0.0670652358254844"	"0.594592346042276"	"0.766167596860837"	"0.215456550666565"	"0.463702061917612"	"0.696852434367368"	"0.715279718921602"
"Muribaculum"	"0.00934217156499326"	"0.548388508153968"	"0.493932758504225"	"0.948093985772187"	"0.974713669879968"	"0.761529288414648"	"0.215059150587775"	"0.479257139502299"
"Neglecta"	"0.930138376197153"	"0.267656146941611"	"0.0965349813150239"	"0.186304485288755"	"0.605214468978508"	"0.537550050493052"	"0.435123467850945"	"0.670664859990546"
"Oscillibacter"	"0.314229789939195"	"0.0371224622069106"	"0.698298833859003"	"0.622934898962682"	"0.178797630012423"	"0.525016624750285"	"0.753878317423459"	"0.384148620817964"
"Paramuribaculum"	"0.0857041713354097"	"0.679908647910866"	"0.270289639435129"	"0.814480797348846"	"0.998367696348567"	"0.533474329176843"	"0.4999862214365"	"0.433000537066379"
"Roseburia"	"0.871353463102718"	"0.163379266746382"	"0.113261291492378"	"0.978337475808361"	"0.182927242602642"	"0.614781191289192"	"0.604020185436889"	"0.252065252032574"
"Saccharibacteria_genera_incertae_sedis"	"0.544720534623917"	"0.964517041352058"	"0.403961276071333"	"0.281330402911582"	"0.822500459096269"	"0.987005360855286"	"0.612187499538689"	"0.96395331715548"
"Streptococcus"	"0.00400910721117397"	"0.00495588502897819"	"0.766104385089938"	"0.0494317756242909"	"0.827038814992611"	"0.80043473404571"	"0.426582345612826"	"0.535844711272634"
"Vallitalea"	"0.453914150319859"	"0.826251003148393"	"0.616838770900478"	"0.268405373687378"	"0.198120939022472"	"0.860919787574927"	"0.251119735971079"	"0.669391078227359"
"Veillonella"	"0.560151530823662"	"0.291245944541316"	"0.0445899755900815"	"0.932106852229854"	"0.407698379024853"	"0.361448209393588"	"0.140013376494348"	"0.194671590712372"
