""	"FBG"	"Weight"	"OGTT"	"Acetic.acid"	"Propionic.acid"	"Butyric.acid"	"Valeric.acid"	"Isovaleric.acid"
"Acetatifactor"	"0.026816415750813"	"0.0245884127700432"	"0.876854469721031"	"0.290207437757979"	"0.456693942217394"	"0.748985161395411"	"0.583713824161281"	"0.274251886689052"
"Adlercreutzia"	"0.0366833383348536"	"0.398846970697162"	"0.89253351261513"	"0.444866018320389"	"0.134210556862722"	"0.604455678637155"	"0.317475758664113"	"0.87387551502854"
"Alistipes"	"0.113976681111674"	"0.460268413927547"	"0.530671360109607"	"0.246220917591921"	"0.662271400504458"	"0.8881069929012"	"0.973932850869054"	"0.243013089805238"
"Alkaliphilus"	"0.428534681524717"	"0.182579982962286"	"0.0671201750887159"	"0.572896578595001"	"0.228065764909446"	"0.241315860762255"	"0.825230970405226"	"0.345879968392516"
"Bacteroides"	"0.270177972783509"	"0.187903016633103"	"0.606758108889699"	"0.759049930504458"	"0.814382768687356"	"0.402439701815827"	"0.46047590670551"	"0.325938030682387"
"Bifidobacterium"	"0.844546927552761"	"0.258029674217137"	"0.47107111037216"	"0.815064641352585"	"0.252498123264459"	"0.0101106354189483"	"0.219904537066875"	"0.322572986890183"
"Blautia"	"0.121977787599618"	"0.210141278161213"	"0.533549103396974"	"0.401297712667103"	"0.680940497892105"	"0.573621155354924"	"0.866662414333204"	"0.522932845930916"
"Christensenella"	"0.150607229068886"	"0.700718602003377"	"0.385206439026853"	"0.172271097818158"	"0.291442585463266"	"0.341937574767871"	"0.00783309571224475"	"0.0515092877810404"
"Clostridium_IV"	"0.414751374919201"	"0.289813812499034"	"0.481350428705413"	"0.221056551971301"	"0.719412051911377"	"0.714767660963001"	"0.699787910899896"	"0.670059184743965"
"Clostridium_XlVa"	"0.784917016417127"	"0.249393324835902"	"0.0588731576191723"	"0.374111040398544"	"0.384852364314603"	"0.663920791532193"	"0.633737317988169"	"0.798033013410383"
"Duncaniella"	"0.110417096031525"	"0.417717972556594"	"0.870461217873934"	"0.547867519703866"	"0.974053769418842"	"0.902642826461493"	"0.505189261087543"	"0.776444803726402"
"Eisenbergiella"	"0.154956487714579"	"0.177057152903806"	"0.96854443717128"	"0.928642708241493"	"0.20087414314302"	"0.674101252532952"	"0.303714017460061"	"0.241263829553859"
"Enterocloster"	"0.117798646169381"	"0.361477862633454"	"0.0462422440532206"	"0.950270337138598"	"0.68863595962808"	"0.42042040926543"	"0.436791085961479"	"0.237651144569326"
"Eubacterium"	"0.727727003015074"	"0.724252477813156"	"0.573512307276121"	"0.160306941395323"	"0.25581543158594"	"0.210637018209656"	"0.0256480045776256"	"0.36544714632507"
"Flintibacter"	"0.0661574415900057"	"0.0543479876503444"	"0.797571894240653"	"0.132249051372167"	"0.863308204073429"	"0.485454503008564"	"0.289649060685273"	"0.33853340134248"
"Harryflintia"	"0.399445460876542"	"0.748235764338579"	"0.203052963323315"	"0.367422192639193"	"0.0504009511853825"	"0.406380290038315"	"0.0423425482016323"	"0.447522339764005"
"Kineothrix"	"0.197536634070045"	"0.179925644984843"	"0.713227121627037"	"0.911470502422218"	"0.375993148182825"	"0.885454145428923"	"0.967665481754735"	"0.962618101378827"
"Lachnospiracea_incertae_sedis"	"0.0284423308096623"	"0.234479500986013"	"0.834315610686405"	"0.3253948197717"	"0.273001509752253"	"0.540245893400299"	"0.990276762274407"	"0.743003719199311"
"Lacrimispora"	"0.741004172623621"	"0.985171380813759"	"0.639202463838315"	"0.289957608995032"	"0.931006077225601"	"0.504030109207281"	"0.815780752950665"	"0.257463838648426"
"Lawsonibacter"	"0.225490468448596"	"0.146335555168949"	"0.291069650548484"	"0.557044359732165"	"0.0700456264846145"	"0.748713318559101"	"0.918270480935169"	"0.451956931308072"
