	FBG	Weight	OGTT	Acetic.acid	Propionic.acid	Butyric.acid	Valeric.acid	Isovaleric.acid
Acetatifactor	0.601064436997484	0.885435254355976	0.370056673193754	0.885435254355976	0.58923441316534	0.885435254355976	0.957175837792182	0.760653161138472
Adlercreutzia	0.496897774737889	0.692385374952607	0.820310484940757	0.437381823436874	0.547198002989347	0.584181017331042	0.30665671871451	0.970179596701407
Alistipes	0.456440832537263	0.703725384958506	0.927537752715141	0.56133096577715	0.664924827473414	0.56133096577715	0.503798613786435	0.899879728918846
Alkaliphilus	0.603418929969687	0.375375015830508	0.505358836668546	0.968165278305817	0.735100274739368	0.534262592085712	0.811730829846013	0.472385170848952
Bacteroides	0.85705353720917	0.7042880563218	0.303171564107067	0.315108423640327	0.299360663436432	0.985605738735911	0.174731823037714	0.746522803815312
Bifidobacterium	0.524040869274939	0.25289762904343	0.927248067307541	0.97104300854971	0.717252543550322	0.535258487616158	0.677525893204482	0.956833547703926
Blautia	0.265787080693147	0.363130367342016	0.477177180776342	0.885435254355976	0.885887885776551	0.613039033646772	0.267743420645454	0.319048828623702
Christensenella	0.62749678559802	0.336963378590029	0.744730507132639	0.2014025130331	0.328518782796685	0.670719663126067	0.143394671401252	0.244572882206229
Clostridium_IV	0.97104254355524	0.675080124961752	0.265056146099254	0.596657502587692	0.98554781976741	0.522358896314776	0.466722482466759	0.512964860836642
Clostridium_XlVa	0.985605852963236	0.97115855902692	0.409236941633306	0.828166877733308	0.971273191162479	0.624473168732164	0.815168004296562	0.815168004296562
Duncaniella	0.206139057447819	0.828837618770213	0.870450753839923	0.745543352225947	0.801603644260439	0.691448205297181	0.52902521634333	0.788147096383825
Eisenbergiella	0.282258498844626	0.745543352225947	0.757846929272715	0.800827059287884	1	0.857051299764357	0.81588781284032	0.627921509207356
Enterocloster	0.145215919210325	0.638774660194232	0.278282998696408	0.587738025851932	0.719408164817295	0.446288500869001	0.460056701544834	0.169592754389552
Eubacterium	0.414940592448307	0.913956089217103	0.548221602232738	0.289739643486229	0.11176342285494	0.885435254355976	0.337389515853441	0.928682841136033
Flintibacter	0.414940592448307	0.363130367342016	0.927824005034887	0.587738025851932	0.692616819695937	0.613039033646772	0.319048828623702	0.760653161138472
Harryflintia	0.430706528708355	0.687904103812233	0.225050768913185	0.418953864091304	0.252874011988822	0.319239385508482	0.350443493154918	0.331454774613189
Kineothrix	0.34385738332425	0.434455611718728	0.194704743852206	0.985605738735911	0.759730451882225	0.263828249639765	0.85761404617282	0.384953751966231
Lachnospiracea_incertae_sedis	0.503798613786435	0.971272737169159	0.985547241667101	0.424613357879731	1	0.289739643486229	0.460056701544834	0.788147096383825
Lacrimispora	0.971273191162479	0.625165515097936	0.855912370961464	0.842613521694889	0.957006052829701	0.758798851747175	0.885887885776551	0.719408164817295
Lawsonibacter	0.299356756357473	0.718332258735854	0.813702694495238	0.691448205297181	0.885887885776551	0.638774660194232	0.553045776343695	0.577549835232345
Mediterraneibacter	0.758800710898524	0.800050656674574	0.812974642490632	0.663663422255265	0.587743972522812	0.856488620682661	0.787323470976701	0.928399977873663
Muribaculum	0.341891544436213	0.703159492546843	0.97092605802468	0.927829188737951	0.677533169570981	0.350478933988192	0.424613357879731	0.325187850531826
Neglecta	0.955857714033883	0.221048355200804	0.525108058539588	0.491462334491014	0.868332492434003	0.985250308419663	0.658413521082252	0.854133930728654
Oscillibacter	0.392247149969277	0.53690459599666	0.756912203146762	0.611618972960579	0.718336535703327	0.772172523812922	0.282258498844626	0.652449494931566
Paramuribaculum	0.249942054488214	0.638774660194232	0.390287068742032	0.857051299764357	0.640116289331069	0.343849584602032	0.679952898665357	0.319048828623702
Roseburia	0.985577096299731	0.454616859880824	0.533594830164253	0.985548282197713	0.814444031300311	0.956662413603975	0.638774660194232	0.773051820438362
Saccharibacteria_genera_incertae_sedis	0.953472390232514	0.653209074190396	0.441210061275129	0.953379525880015	0.891902553662811	0.740096922834149	0.938233669643053	0.412047173459467
Streptococcus	0.135770628216059	0.675080124961752	0.607281140966431	0.475416135702926	0.870455893810971	0.985490132085279	0.971157180611045	0.913611088962382
Vallitalea	0.774790558146792	0.147643050024961	0.679990523883046	0.743105571142395	0.66802952595598	0.918519791943242	0.366145021376892	0.744583604620348
Veillonella	0.255869832077973	0.956043218624367	0.0457701918873695	0.658492900953009	0.29912036972361	0.373222799867254	0.45084313841089	0.149240736904122
