	FBG	Weight	OGTT	Acetic.acid	Propionic.acid	Butyric.acid	Valeric.acid	Isovaleric.acid
Acetatifactor	-0.343095500513312	0.327927508146869	-0.132921707827249	-0.118209316437679	-0.0431670421139976	-0.0310222624001406	-0.0358483022028763	0.0991655794547829
Adlercreutzia	0.2776064879564	-0.123063848028684	-0.0578401899984741	0.169427742667838	0.324975859600559	0.0601047296042998	0.3437347086533	-0.0427037793962947
Alistipes	-0.27920050500694	0.176500834615276	-0.0473115405581342	-0.157737741829769	0.0100968091815554	-0.148201913982506	-0.0205997337931951	0.106280374832964
Alkaliphilus	0.134907230332528	0.166177620319797	0.210893878556062	-0.148022221159464	0.0148217893992423	-0.240274253128699	-0.0375235486900915	-0.308528253679664
Bacteroides	0.188678514048642	-0.265016299822683	-0.13926811522425	-0.0789455128580137	-0.138590734781512	0.189425972467686	-0.203185467231947	0.220368404035982
Bifidobacterium	0.141008192081654	-0.139558135519182	-0.0893751593581834	0.0471797066981746	-0.116012481030843	0.435337193875143	-0.327220173497485	0.132071710666911
Blautia	-0.363896130278377	0.275852232514547	-0.158709604597569	-0.0635366462383456	-0.0936696167612046	0.132964703114984	-0.272568976268623	0.303150589643201
Christensenella	-0.152221742062177	-0.0148823999087146	-0.0639763351928664	0.391638924653459	0.39450961436936	0.0671687218966995	0.378951299440702	0.308741820020619
Clostridium_IV	0.0824650780688768	0.199808085287796	0.287203134048711	-0.283935864089453	0.0519720130628855	-0.200166065183849	-0.288068212656374	-0.202063919746439
Clostridium_XlVa	0.0349005304416626	0.0928886973342898	0.256507839230336	-0.0287773076183323	-0.0644960340006667	-0.0736719674877938	0.136065606210404	-0.107917360827604
Duncaniella	0.235277809618165	-0.107263852720113	0.0474718955170337	0.199730364560457	0.0344542634138614	-0.0687322753954032	-0.0856492919636164	-0.0657354379578586
Eisenbergiella	-0.290897329798488	0.189599907897269	-0.0250233673300173	-0.0906778060844919	0.111456651770502	0.0713231759546643	0.0290931603789392	0.25939622629761
Enterocloster	-0.494760856076647	0.0830083269353946	-0.528926864061242	-0.109638901721732	-0.123150586458258	0.360412000492586	-0.127945070361548	0.421398703978558
Eubacterium	0.287347479058607	0.165221620498666	0.258129365143003	0.490714520739958	0.575417953565824	0.13654707768733	0.40913931451624	0.067643176808522
Flintibacter	-0.244416311133009	0.293771531880974	-0.0588080175320782	-0.269440248143856	-0.207140804267605	0.139053002554411	-0.439548247956149	0.168956234140203
Harryflintia	-0.240426669076552	0.0814802119340165	-0.219843069454319	-0.213295197539505	-0.32426439019254	0.244307919645554	-0.403228082395885	0.274732399352127
Kineothrix	-0.252676282540441	0.184642817035535	-0.275140620595234	-0.105648585906748	-0.0664377204106636	0.14837038535368	-0.0941014183286128	0.118153533127401
Lachnospiracea_incertae_sedis	0.31466088709691	-0.240984767041922	-0.0761663629006246	0.280332977478108	0.18338965750742	0.187785528579053	0.0578759119010858	0.0438060262903325
Lacrimispora	-0.0169860962350306	0.0671719890931544	0.117531161807409	0.0010327676380229	-0.0365764256441995	-0.110399827707756	-0.00907906004397504	-0.143045457233619
Lawsonibacter	-0.194510716870384	0.187121628424902	0.0586808292919751	-0.0788530850664392	0.217464271667409	0.192350453213834	-0.0615577893546925	0.283158840014056
Mediterraneibacter	0.100221074402645	-0.334081460890216	-0.183502583104635	0.193359142389859	-0.115735331542362	0.104440754919268	0.0510155402799177	0.074540649438638
Muribaculum	0.388155013698595	-0.0656990168217947	0.144964281345823	0.0605701791339765	-0.0447198237591536	-0.0984757300202298	-0.204246910478345	-0.279512807835148
Neglecta	0.0929652937522676	-0.127325598967197	-0.227695890715628	-0.140315575759121	0.114681515115844	-0.000925680097871376	0.212163090032586	-0.0713065593344596
Oscillibacter	-0.226544471013384	0.269796162998433	-0.0991787663513019	-0.2507257463439	-0.172947738767726	0.133237027482563	-0.404760031002632	0.190468216015409
Paramuribaculum	0.291888126803825	0.00556810552617015	0.31704256528907	0.0354652157155476	0.113121308149942	-0.271912941266199	-0.0812307994428619	-0.369816957486948
Roseburia	0.0681035624215697	0.226741119393107	0.23170429681159	0.00244947045548645	0.0920700917932555	-0.0464319086534345	-0.0422633691650838	0.0478983714446815
Saccharibacteria_genera_incertae_sedis	0.0686813277799152	-0.0837399719548214	-0.170902746447615	0.0546478103291808	-0.0377924490443633	-0.020684629323065	-0.0727701597256471	0.140675584584646
Streptococcus	0.474415987068915	-0.526994778782941	0.0394388637617929	0.329095275238207	0.0232599894327439	0.00442862669970317	-0.0746873818633576	-0.0487799509928165
Vallitalea	-0.00589888998755059	-0.00363781793533377	-0.0646087883952789	-0.162801353831843	-0.236984602537326	-0.178906063316396	-0.388300863302722	-0.0298367986061714
Veillonella	0.253615622671979	0.230058761153679	0.432445173204836	0.033428141096435	0.260106827293788	-0.273017418995746	0.234792440595299	-0.324579465975147
