Var1	Var2	cor	pvalue
Flintibacter	OGTT	-0.0200014401555387	0.927824005034887
Harryflintia	OGTT	-0.263157894736842	0.225050768913185
Kineothrix	OGTT	-0.280575207642264	0.194704743852206
Lachnospiracea_incertae_sedis	OGTT	0.00400028803110773	0.985547241667101
Lacrimispora	OGTT	0.0400821725203235	0.855912370961464
Lawsonibacter	OGTT	-0.0520037444044005	0.813702694495238
Mediterraneibacter	OGTT	-0.052210519551674	0.812974642490632
Muribaculum	OGTT	-0.00804843636585534	0.97092605802468
Neglecta	OGTT	-0.139644816458874	0.525108058539588
Oscillibacter	OGTT	-0.0682752947983429	0.756912203146762
Paramuribaculum	OGTT	0.188013537462063	0.390287068742032
Roseburia	OGTT	0.136823418219541	0.533594830164253
Saccharibacteria_genera_incertae_sedis	OGTT	-0.168845408376493	0.441210061275129
Streptococcus	OGTT	0.113131543988694	0.607281140966431
Vallitalea	OGTT	-0.090897823282254	0.679990523883046
Veillonella	OGTT	0.420422171734314	0.0457701918873695
Acetatifactor	Acetic.acid	-0.0318097108995018	0.885435254355976
Adlercreutzia	Acetic.acid	0.170243233700167	0.437381823436874
Alistipes	Acetic.acid	-0.127744765448928	0.56133096577715
Alkaliphilus	Acetic.acid	-0.00881305298478463	0.968165278305817
Bacteroides	Acetic.acid	-0.219125245044639	0.315108423640327
Bifidobacterium	Acetic.acid	-0.00801604816056202	0.97104300854971
Blautia	Acetic.acid	-0.0318097108995018	0.885435254355976
Christensenella	Acetic.acid	0.276581836782192	0.2014025130331
Clostridium_IV	Acetic.acid	-0.116466802690862	0.596657502587692
Clostridium_XlVa	Acetic.acid	0.0479042870433479	0.828166877733308
Duncaniella	Acetic.acid	0.071571849523879	0.745543352225947
Eisenbergiella	Acetic.acid	-0.0556669940741281	0.800827059287884
Enterocloster	Acetic.acid	-0.119286415873132	0.587738025851932
Eubacterium	Acetic.acid	0.230620404021388	0.289739643486229
Flintibacter	Acetic.acid	-0.119286415873132	0.587738025851932
Harryflintia	Acetic.acid	-0.177065600048817	0.418953864091304
Kineothrix	Acetic.acid	0.00398409536444798	0.985605738735911
Lachnospiracea_incertae_sedis	Acetic.acid	0.17495340994726	0.424613357879731
Lacrimispora	Acetic.acid	0.0438250490089278	0.842613521694889
Lawsonibacter	Acetic.acid	-0.0874767049736298	0.691448205297181
Mediterraneibacter	Acetic.acid	0.0958085740866959	0.663663422255265
Muribaculum	Acetic.acid	-0.02	0.927829188737951
Neglecta	Acetic.acid	-0.151051867471629	0.491462334491014
Oscillibacter	Acetic.acid	-0.111776669767812	0.611618972960579
Paramuribaculum	Acetic.acid	-0.0397621386243772	0.857051299764357
Roseburia	Acetic.acid	0.004	0.985548282197713
Saccharibacteria_genera_incertae_sedis	Acetic.acid	-0.0129099444873581	0.953379525880015
Streptococcus	Acetic.acid	0.156627769135987	0.475416135702926
Vallitalea	Acetic.acid	-0.0722806322324201	0.743105571142395
Veillonella	Acetic.acid	0.0973728991120295	0.658492900953009
Acetatifactor	Propionic.acid	0.118812114130439	0.58923441316534
Adlercreutzia	Propionic.acid	0.132344444529457	0.547198002989347
Alistipes	Propionic.acid	-0.095427623973294	0.664924827473414
Alkaliphilus	Propionic.acid	0.0746130925295441	0.735100274739368
Bacteroides	Propionic.acid	-0.226190476190476	0.299360663436432
Bifidobacterium	Propionic.acid	-0.0798417507942173	0.717252543550322
Blautia	Propionic.acid	-0.0316832304347838	0.885887885776551
Christensenella	Propionic.acid	0.213276467189891	0.328518782796685
Clostridium_IV	Propionic.acid	0.00400012800614433	0.98554781976741
Clostridium_XlVa	Propionic.acid	0.0079523019977745	0.971273191162479
Duncaniella	Propionic.acid	0.0554456532608717	0.801603644260439
Eisenbergiella	Propionic.acid	0	1
Enterocloster	Propionic.acid	-0.0792080760869596	0.719408164817295
Eubacterium	Propionic.acid	0.340594727173926	0.11176342285494
Flintibacter	Propionic.acid	-0.0871288836956555	0.692616819695937
Harryflintia	Propionic.acid	-0.248509469626006	0.252874011988822
Kineothrix	Propionic.acid	-0.0674603174603175	0.759730451882225
Lachnospiracea_incertae_sedis	Propionic.acid	0	1
Lacrimispora	Propionic.acid	-0.0119047619047619	0.957006052829701
Lawsonibacter	Propionic.acid	0.0316832304347838	0.885887885776551
Mediterraneibacter	Propionic.acid	-0.119284529966617	0.587743972522812
Muribaculum	Propionic.acid	-0.0916341933823035	0.677533169570981
Neglecta	Propionic.acid	-0.03659625273557	0.868332492434003
Oscillibacter	Propionic.acid	-0.079523019977745	0.718336535703327
Paramuribaculum	Propionic.acid	0.102970498913047	0.640116289331069
Roseburia	Propionic.acid	0.0517932397378237	0.814444031300311
Saccharibacteria_genera_incertae_sedis	Propionic.acid	-0.0300034291592956	0.891902553662811
Streptococcus	Propionic.acid	0.036001152055299	0.870455893810971
Vallitalea	Propionic.acid	-0.0944911182523068	0.66802952595598
Veillonella	Propionic.acid	0.226300034318807	0.29912036972361
Acetatifactor	Butyric.acid	0.0318097108995018	0.885435254355976
Adlercreutzia	Butyric.acid	0.120415945787923	0.584181017331042
Alistipes	Butyric.acid	-0.127744765448928	0.56133096577715
Alkaliphilus	Butyric.acid	-0.136602321264162	0.534262592085712
Bacteroides	Butyric.acid	-0.00398409536444798	0.985605738735911
Bifidobacterium	Butyric.acid	0.136272818729554	0.535258487616158
Blautia	Butyric.acid	0.111333988148256	0.613039033646772
Christensenella	Butyric.acid	0.0936809447165488	0.670719663126067
Clostridium_IV	Butyric.acid	-0.140563382557937	0.522358896314776
Clostridium_XlVa	Butyric.acid	0.107784645847533	0.624473168732164
Duncaniella	Butyric.acid	-0.0874767049736298	0.691448205297181
Eisenbergiella	Butyric.acid	-0.0397621386243772	0.857051299764357
Enterocloster	Butyric.acid	0.167000982222384	0.446288500869001
Eubacterium	Butyric.acid	0.0318097108995018	0.885435254355976
Flintibacter	Butyric.acid	0.111333988148256	0.613039033646772
Harryflintia	Butyric.acid	0.217307781878094	0.319239385508482
Kineothrix	Butyric.acid	0.243029817231327	0.263828249639765
Lachnospiracea_incertae_sedis	Butyric.acid	0.230620404021388	0.289739643486229
Lacrimispora	Butyric.acid	-0.0677296211956156	0.758798851747175
Lawsonibacter	Butyric.acid	0.103381560423381	0.638774660194232
Mediterraneibacter	Butyric.acid	0.03992023920279	0.856488620682661
Muribaculum	Butyric.acid	-0.204	0.350478933988192
Neglecta	Butyric.acid	0.00408248290463863	0.985250308419663
Oscillibacter	Butyric.acid	0.0638723827244639	0.772172523812922
Paramuribaculum	Butyric.acid	-0.206763120846761	0.343849584602032
Roseburia	Butyric.acid	0.012	0.956662413603975
Saccharibacteria_genera_incertae_sedis	Butyric.acid	0.073156352095029	0.740096922834149
Streptococcus	Butyric.acid	0.00401609664451249	0.985490132085279
Vallitalea	Butyric.acid	0.0225876975726313	0.918519791943242
Veillonella	Butyric.acid	-0.194745798224059	0.373222799867254
Acetatifactor	Valeric.acid	-0.0118577075098814	0.957175837792182
Adlercreutzia	Valeric.acid	0.222889447039883	0.30665671871451
Alistipes	Valeric.acid	-0.146826552871716	0.503798613786435
Alkaliphilus	Valeric.acid	-0.0525638751727482	0.811730829846013
Bacteroides	Valeric.acid	-0.29306988152175	0.174731823037714
Bifidobacterium	Valeric.acid	-0.0916363752267359	0.677525893204482
Blautia	Valeric.acid	-0.241106719367589	0.267743420645454
Christensenella	Valeric.acid	0.314847362416695	0.143394671401252
Clostridium_IV	Valeric.acid	-0.159688591508002	0.466722482466759
Clostridium_XlVa	Valeric.acid	0.051587707765738	0.815168004296562
Duncaniella	Valeric.acid	-0.138339920948617	0.52902521634333
Eisenbergiella	Valeric.acid	-0.0513833992094862	0.81588781284032
Enterocloster	Valeric.acid	-0.162055335968379	0.460056701544834
Eubacterium	Valeric.acid	0.209486166007905	0.337389515853441
Flintibacter	Valeric.acid	-0.217391304347826	0.319048828623702
Harryflintia	Valeric.acid	-0.204014689586494	0.350443493154918
Kineothrix	Valeric.acid	-0.0396040380434798	0.85761404617282
Lachnospiracea_incertae_sedis	Valeric.acid	-0.162055335968379	0.460056701544834
Lacrimispora	Valeric.acid	0.0316832304347838	0.885887885776551
Lawsonibacter	Valeric.acid	-0.130434782608696	0.553045776343695
Mediterraneibacter	Valeric.acid	0.0595242781912362	0.787323470976701
Muribaculum	Valeric.acid	-0.17495340994726	0.424613357879731
Neglecta	Valeric.acid	0.0973969507115348	0.658413521082252
Oscillibacter	Valeric.acid	-0.234128827552196	0.282258498844626
Paramuribaculum	Valeric.acid	-0.0909090909090909	0.679952898665357
Roseburia	Valeric.acid	-0.103381560423381	0.638774660194232
Saccharibacteria_genera_incertae_sedis	Valeric.acid	-0.0171109000779782	0.938233669643053
Streptococcus	Valeric.acid	-0.0079844295754001	0.971157180611045
Vallitalea	Valeric.acid	-0.197589735659464	0.366145021376892
Veillonella	Valeric.acid	0.165356190857032	0.45084313841089
Acetatifactor	Isovaleric.acid	0.0671936758893281	0.760653161138472
Adlercreutzia	Isovaleric.acid	0.00825516470518083	0.970179596701407
Alistipes	Isovaleric.acid	-0.0277779964892436	0.899879728918846
Alkaliphilus	Isovaleric.acid	-0.157691625518245	0.472385170848952
Bacteroides	Isovaleric.acid	0.0712872684782636	0.746522803815312
Bifidobacterium	Isovaleric.acid	0.0119525706817482	0.956833547703926
Blautia	Isovaleric.acid	0.217391304347826	0.319048828623702
Christensenella	Isovaleric.acid	0.252764783911995	0.244572882206229
Clostridium_IV	Isovaleric.acid	-0.143719732357202	0.512964860836642
Clostridium_XlVa	Isovaleric.acid	0.051587707765738	0.815168004296562
Duncaniella	Isovaleric.acid	-0.0592885375494071	0.788147096383825
Eisenbergiella	Isovaleric.acid	0.106719367588933	0.627921509207356
Enterocloster	Isovaleric.acid	0.296442687747036	0.169592754389552
Eubacterium	Isovaleric.acid	0.0197628458498024	0.928682841136033
Flintibacter	Isovaleric.acid	0.0671936758893281	0.760653161138472
Harryflintia	Isovaleric.acid	0.21201526564871	0.331454774613189
Kineothrix	Isovaleric.acid	0.190099382608703	0.384953751966231
Lachnospiracea_incertae_sedis	Isovaleric.acid	0.0592885375494071	0.788147096383825
Lacrimispora	Isovaleric.acid	-0.0792080760869596	0.719408164817295
Lawsonibacter	Isovaleric.acid	0.122529644268775	0.577549835232345
Mediterraneibacter	Isovaleric.acid	-0.0198414260637454	0.928399977873663
Muribaculum	Isovaleric.acid	-0.214715548571637	0.325187850531826
Neglecta	Isovaleric.acid	-0.0405820627964728	0.854133930728654
Oscillibacter	Isovaleric.acid	0.099207130318727	0.652449494931566
Paramuribaculum	Isovaleric.acid	-0.217391304347826	0.319048828623702
Roseburia	Isovaleric.acid	0.0636194217990035	0.773051820438362
Saccharibacteria_genera_incertae_sedis	Isovaleric.acid	0.179664450818771	0.412047173459467
Streptococcus	Isovaleric.acid	-0.0239532887262003	0.913611088962382
Vallitalea	Isovaleric.acid	0.0718508129670779	0.744583604620348
Veillonella	Isovaleric.acid	-0.310546992585157	0.149240736904122
