Var1	Var2	cor	pvalue
Acetatifactor	FBG	-0.115080271169723	0.601064436997484
Adlercreutzia	FBG	0.14918379392123	0.496897774737889
Alistipes	FBG	-0.163346613545817	0.456440832537263
Alkaliphilus	FBG	0.114341234559326	0.603418929969687
Bacteroides	FBG	0.0397615099888725	0.85705353720917
Bifidobacterium	FBG	0.14000112001344	0.524040869274939
Blautia	FBG	-0.242065397977694	0.265787080693147
Christensenella	FBG	-0.106850449195085	0.62749678559802
Clostridium_IV	FBG	0.00801617693552304	0.97104254355524
Clostridium_XlVa	FBG	0.00398406374501992	0.985605852963236
Duncaniella	FBG	0.273811679679686	0.206139057447819
Eisenbergiella	FBG	-0.234128827552196	0.282258498844626
Enterocloster	FBG	-0.313494531807177	0.145215919210325
Eubacterium	FBG	0.178572834573709	0.414940592448307
Flintibacter	FBG	-0.178572834573709	0.414940592448307
Harryflintia	FBG	-0.172696333901691	0.430706528708355
Kineothrix	FBG	-0.206759851942137	0.34385738332425
Lachnospiracea_incertae_sedis	FBG	0.146826552871716	0.503798613786435
Lacrimispora	FBG	0.0079523019977745	0.971273191162479
Lawsonibacter	FBG	-0.226192257126697	0.299356756357473
Mediterraneibacter	FBG	0.0677290836653386	0.758800710898524
Muribaculum	FBG	0.207585243854508	0.341891544436213
Neglecta	FBG	0.0122230270570856	0.955857714033883
Oscillibacter	FBG	-0.187250996015936	0.392247149969277
Paramuribaculum	FBG	0.250001968403192	0.249942054488214
Roseburia	FBG	-0.003992023920279	0.985577096299731
Saccharibacteria_genera_incertae_sedis	FBG	0.0128842018007518	0.953472390232514
Streptococcus	FBG	0.320647077420922	0.135770628216059
Vallitalea	FBG	0.0631194403097803	0.774790558146792
Veillonella	FBG	0.246995953010107	0.255869832077973
Acetatifactor	Weight	0.0318097108995018	0.885435254355976
Adlercreutzia	Weight	-0.087197753846427	0.692385374952607
Alistipes	Weight	0.0838325023258589	0.703725384958506
Alkaliphilus	Weight	0.193887165665262	0.375375015830508
Bacteroides	Weight	0.0836660026534076	0.7042880563218
Bifidobacterium	Weight	-0.248497492977423	0.25289762904343
Blautia	Weight	0.198810693121886	0.363130367342016
Christensenella	Weight	-0.209666876270371	0.336963378590029
Clostridium_IV	Weight	0.0923702228237874	0.675080124961752
Clostridium_XlVa	Weight	-0.00798404784055799	0.97115855902692
Duncaniella	Weight	0.0477145663492526	0.828837618770213
Eisenbergiella	Weight	0.071571849523879	0.745543352225947
Enterocloster	Weight	0.103381560423381	0.638774660194232
Eubacterium	Weight	-0.0238572831746263	0.913956089217103
Flintibacter	Weight	0.198810693121886	0.363130367342016
Harryflintia	Weight	0.0885328000244087	0.687904103812233
Kineothrix	Weight	0.171316100671263	0.434455611718728
Lachnospiracea_incertae_sedis	Weight	0.00795242772487544	0.971272737169159
Lacrimispora	Weight	0.107570574840095	0.625165515097936
Lawsonibacter	Weight	0.0795242772487544	0.718332258735854
Mediterraneibacter	Weight	-0.0558883348839059	0.800050656674574
Muribaculum	Weight	-0.084	0.703159492546843
Neglecta	Weight	-0.265361388801511	0.221048355200804
Oscillibacter	Weight	0.135728813289486	0.53690459599666
Paramuribaculum	Weight	-0.103381560423381	0.638774660194232
Roseburia	Weight	0.164	0.454616859880824
Saccharibacteria_genera_incertae_sedis	Weight	0.0989762410697451	0.653209074190396
Streptococcus	Weight	-0.0923702228237874	0.675080124961752
Vallitalea	Weight	0.311710226502312	0.147643050024961
Veillonella	Weight	-0.0121716123890037	0.956043218624367
Acetatifactor	OGTT	0.196014113524279	0.370056673193754
Adlercreutzia	OGTT	-0.0501289695056061	0.820310484940757
Alistipes	OGTT	-0.0200809690583362	0.927537752715141
Alkaliphilus	OGTT	0.146295798282461	0.505358836668546
Bacteroides	OGTT	-0.224460166113811	0.303171564107067
Bifidobacterium	OGTT	-0.0201614542268485	0.927248067307541
Blautia	OGTT	-0.156011233213202	0.477177180776342
Christensenella	OGTT	-0.0718081068804148	0.744730507132639
Clostridium_IV	OGTT	0.24242473711863	0.265056146099254
Clostridium_XlVa	OGTT	0.180728721525025	0.409236941633306
Duncaniella	OGTT	0.0360025922799696	0.870450753839923
Eisenbergiella	OGTT	0.0680048965288315	0.757846929272715
Enterocloster	OGTT	-0.236016993835356	0.278282998696408
Eubacterium	OGTT	0.132009505026555	0.548221602232738
