"Var1"	"Var2"	"cor"	"pvalue"
"1"	"Acetatifactor"	"FBG"	-0.241148083166845	0.162855074319632
"2"	"Adlercreutzia"	"FBG"	0.273617950502308	0.111727039460716
"3"	"Alistipes"	"FBG"	-0.0745131511825913	0.670538980596744
"4"	"Alkaliphilus"	"FBG"	0.0580596854175329	0.74042477397772
"5"	"Bacteroides"	"FBG"	0.104995803939106	0.548327952805229
"6"	"Bifidobacterium"	"FBG"	0.0784336812516072	0.654254945411075
"7"	"Blautia"	"FBG"	-0.172443003282996	0.321889452828298
"8"	"Christensenella"	"FBG"	-0.142347260731258	0.414660442531186
"9"	"Clostridium_IV"	"FBG"	-0.151104436484802	0.386232033948448
"10"	"Clostridium_XlVa"	"FBG"	-0.0861487715554708	0.622669914757398
"11"	"Duncaniella"	"FBG"	0.298483991052668	0.0815653856071095
"12"	"Eisenbergiella"	"FBG"	-0.243038753530341	0.159482519544894
"13"	"Enterocloster"	"FBG"	-0.150085170642302	0.389481209590167
"14"	"Eubacterium"	"FBG"	-0.101266147304309	0.562702377319901
"15"	"Flintibacter"	"FBG"	-0.258446314666412	0.133857742938866
"16"	"Harryflintia"	"FBG"	-0.083765089666939	0.632361408522455
"17"	"Kineothrix"	"FBG"	-0.153976311336717	0.377162467493628
"18"	"Lachnospiracea_incertae_sedis"	"FBG"	0.236287677043387	0.171759791230614
"19"	"Lacrimispora"	"FBG"	0.0405748243018815	0.816987515110734
"20"	"Lawsonibacter"	"FBG"	-0.226542769018838	0.190649002693883
"21"	"Mediterraneibacter"	"FBG"	-0.144313225856272	0.408177803632053
"22"	"Muribaculum"	"FBG"	0.330508949309375	0.0524778268797596
"23"	"Neglecta"	"FBG"	0.0400513349489515	0.819309537847306
"24"	"Oscillibacter"	"FBG"	-0.175824238641486	0.312346000177252
"25"	"Paramuribaculum"	"FBG"	0.263291982991203	0.126464366729068
"26"	"Roseburia"	"FBG"	-0.0578238818581428	0.741442943715596
"27"	"Saccharibacteria_genera_incertae_sedis"	"FBG"	0.0609507931143426	0.727977061264982
"28"	"Streptococcus"	"FBG"	0.422859846747795	0.0113804844464057
"29"	"Vallitalea"	"FBG"	-0.0631846193000202	0.718405747636696
"30"	"Veillonella"	"FBG"	0.0736354268294949	0.674205275587174
"31"	"Acetatifactor"	"Weight"	0.270044597961508	0.116672959028202
"32"	"Adlercreutzia"	"Weight"	-0.158263806127226	0.36385780316422
"33"	"Alistipes"	"Weight"	0.0440677966101695	0.801533960291213
"34"	"Alkaliphilus"	"Weight"	0.261489904693366	0.129177649352144
"35"	"Bacteroides"	"Weight"	0.0593220338983051	0.734981525126221
"36"	"Bifidobacterium"	"Weight"	-0.2713373793647	0.114865025159851
"37"	"Blautia"	"Weight"	0.153976531756153	0.377161776239012
"38"	"Christensenella"	"Weight"	-0.138564614357104	0.427295374694934
"39"	"Clostridium_IV"	"Weight"	0.183518013289552	0.291300732357239
"40"	"Clostridium_XlVa"	"Weight"	0.152156026023226	0.38289641664188
"41"	"Duncaniella"	"Weight"	-0.104642281710084	0.549683001462898
"42"	"Eisenbergiella"	"Weight"	0.173987479387189	0.317507921408858
"43"	"Enterocloster"	"Weight"	0.165402316251424	0.342336947956532
"44"	"Eubacterium"	"Weight"	-0.00506759648700549	0.976951013670349
"45"	"Flintibacter"	"Weight"	0.287405826932759	0.0941118289013586
"46"	"Harryflintia"	"Weight"	-0.0889688661798178	0.611284183751228
"47"	"Kineothrix"	"Weight"	0.206604646460821	0.233732239150798
"48"	"Lachnospiracea_incertae_sedis"	"Weight"	-0.0658787543310714	0.706918072487532
"49"	"Lacrimispora"	"Weight"	-0.0118443485966272	0.946160143175417
"50"	"Lawsonibacter"	"Weight"	0.225042623335916	0.193681449219713
"51"	"Mediterraneibacter"	"Weight"	-0.101954451827529	0.560036589877914
"52"	"Muribaculum"	"Weight"	-0.179813465866654	0.301317690471376
"53"	"Neglecta"	"Weight"	-0.263168461766554	0.126648983364856
"54"	"Oscillibacter"	"Weight"	0.296108714915679	0.0841399549464408
"55"	"Paramuribaculum"	"Weight"	-0.170609081729185	0.327140736450075
"56"	"Roseburia"	"Weight"	0.248512888311574	0.150002400844213
"57"	"Saccharibacteria_genera_incertae_sedis"	"Weight"	0.127550523871787	0.465277358820698
"58"	"Streptococcus"	"Weight"	-0.284989574552861	0.0970345225031654
"59"	"Vallitalea"	"Weight"	0.258881147569193	0.133181555781601
"60"	"Veillonella"	"Weight"	0.0325641456504003	0.852676464276675
"61"	"Acetatifactor"	"OGTT"	0.179514103439046	0.302136592139248
"62"	"Adlercreutzia"	"OGTT"	0.04460759466627	0.799152230754218
"63"	"Alistipes"	"OGTT"	-0.0561227736298299	0.748800811269737
"64"	"Alkaliphilus"	"OGTT"	0.276957557468521	0.107248815126787
"65"	"Bacteroides"	"OGTT"	-0.0697282945097887	0.690614208218377
"66"	"Bifidobacterium"	"OGTT"	-0.00856169404273284	0.961068362619024
"67"	"Blautia"	"OGTT"	-0.140918636052516	0.419407427575212
"68"	"Christensenella"	"OGTT"	-0.150786309397562	0.387244448532981
"69"	"Clostridium_IV"	"OGTT"	0.100596796999269	0.565300343471398
"70"	"Clostridium_XlVa"	"OGTT"	0.291777831459554	0.0889951187825879
"71"	"Duncaniella"	"OGTT"	0.0169352927772685	0.923076876081341
"72"	"Eisenbergiella"	"OGTT"	0.0423738551988998	0.809019406515056
"73"	"Enterocloster"	"OGTT"	-0.132095283662694	0.449392191886095
"74"	"Eubacterium"	"OGTT"	0.0322041299511638	0.85428772373441
"75"	"Flintibacter"	"OGTT"	0	1
"76"	"Harryflintia"	"OGTT"	-0.298717838717313	0.0813152506055745
"77"	"Kineothrix"	"OGTT"	-0.0883610351894193	0.613730772509255
"78"	"Lachnospiracea_incertae_sedis"	"OGTT"	0.0966123898534915	0.580877721001628
"79"	"Lacrimispora"	"OGTT"	-0.0220715935985869	0.899850461892886
"80"	"Lawsonibacter"	"OGTT"	0.113753597777333	0.515271229175315
"81"	"Mediterraneibacter"	"OGTT"	-0.0545609746436715	0.755575397217004
"82"	"Muribaculum"	"OGTT"	0.0238298649050733	0.891917325637175
"83"	"Neglecta"	"OGTT"	-0.162636133578589	0.350582358385948
"84"	"Oscillibacter"	"OGTT"	0.0865885595021486	0.620888569839022
"85"	"Paramuribaculum"	"OGTT"	0.0728830309421076	0.677353955700115
"86"	"Roseburia"	"OGTT"	0.194705451013165	0.262361260002757
"87"	"Saccharibacteria_genera_incertae_sedis"	"OGTT"	-0.155807959439162	0.371444005979376
"88"	"Streptococcus"	"OGTT"	0.0907539568529682	0.604122950955214
"89"	"Vallitalea"	"OGTT"	0.00991462589036927	0.954922146886329
"90"	"Veillonella"	"OGTT"	0.368024777461737	0.029616787043227
"91"	"Acetatifactor"	"Acetic.acid"	-0.0945156092865279	0.589151430821165
"92"	"Adlercreutzia"	"Acetic.acid"	0.168933276203218	0.331985370941863
"93"	"Alistipes"	"Acetic.acid"	-0.0796610169491526	0.649188818505994
"94"	"Alkaliphilus"	"Acetic.acid"	-0.0036318042318523	0.983480372155207
"95"	"Bacteroides"	"Acetic.acid"	-0.0898305084745763	0.607823058999923
"96"	"Bifidobacterium"	"Acetic.acid"	-0.104097988309728	0.551772347128381
"97"	"Blautia"	"Acetic.acid"	0.0947547887730174	0.588205034457101
"98"	"Christensenella"	"Acetic.acid"	0.148322685790703	0.395136854955244
"99"	"Clostridium_IV"	"Acetic.acid"	-0.132540787375787	0.447850994999893
"100"	"Clostridium_XlVa"	"Acetic.acid"	-0.0338124502273835	0.847094224538436
"101"	"Duncaniella"	"Acetic.acid"	0.0540089195923016	0.757974359513969
"102"	"Eisenbergiella"	"Acetic.acid"	0.00844599414500916	0.961594081505207
"103"	"Enterocloster"	"Acetic.acid"	0.0202533448471131	0.908064249796678
"104"	"Eubacterium"	"Acetic.acid"	-0.0692571519890751	0.692602465302954
"105"	"Flintibacter"	"Acetic.acid"	-0.145393535977749	0.404640212355358
"106"	"Harryflintia"	"Acetic.acid"	-0.0787032277744542	0.653141014188534
"107"	"Kineothrix"	"Acetic.acid"	0.0846740354347629	0.628658624828108
"108"	"Lachnospiracea_incertae_sedis"	"Acetic.acid"	0.126689912175137	0.46831857226248
"109"	"Lacrimispora"	"Acetic.acid"	0.155668581555671	0.371877335772694
"110"	"Lawsonibacter"	"Acetic.acid"	-0.0727581413792812	0.677877124921791
"111"	"Mediterraneibacter"	"Acetic.acid"	-0.0169924086379214	0.922818217606693
"112"	"Muribaculum"	"Acetic.acid"	-0.0339270690314441	0.84658202796125
"113"	"Neglecta"	"Acetic.acid"	-0.214369011902557	0.216234698228056
"114"	"Oscillibacter"	"Acetic.acid"	-0.0626058425821722	0.720881668225911
"115"	"Paramuribaculum"	"Acetic.acid"	-0.0557435613570604	0.750444035743995
"116"	"Roseburia"	"Acetic.acid"	0	1
"117"	"Saccharibacteria_genera_incertae_sedis"	"Acetic.acid"	0.00554567495094724	0.974777227052208
"118"	"Streptococcus"	"Acetic.acid"	0.240619940191338	0.163806267303123
"119"	"Vallitalea"	"Acetic.acid"	-0.130428669767685	0.455183117155194
"120"	"Veillonella"	"Acetic.acid"	0.0822673153273272	0.63848209799096
"121"	"Acetatifactor"	"Propionic.acid"	0.16357597249779	0.347767531081582
"122"	"Adlercreutzia"	"Propionic.acid"	0.138585715189481	0.427224305240003
"123"	"Alistipes"	"Propionic.acid"	-0.125317572443449	0.473189753615784
"124"	"Alkaliphilus"	"Propionic.acid"	0.22498128099294	0.193806163278135
"125"	"Bacteroides"	"Propionic.acid"	-0.045723979134772	0.794232124492394
"126"	"Bifidobacterium"	"Propionic.acid"	-0.150047042394379	0.389603060153956
"127"	"Blautia"	"Propionic.acid"	0.0202874121509407	0.907910264696922
"128"	"Christensenella"	"Propionic.acid"	0.11894771102201	0.496143704523181
"129"	"Clostridium_IV"	"Propionic.acid"	0.0526318823711109	0.763967943450315
"130"	"Clostridium_XlVa"	"Propionic.acid"	0.167229968313561	0.336954564529695
"131"	"Duncaniella"	"Propionic.acid"	-0.0387860553345275	0.824928100285246
"132"	"Eisenbergiella"	"Propionic.acid"	0.0945150708173549	0.589153562216419
"133"	"Enterocloster"	"Propionic.acid"	0.102867364148095	0.556509936967633
"134"	"Eubacterium"	"Propionic.acid"	0.0135021529739078	0.938637717249548
"135"	"Flintibacter"	"Propionic.acid"	0.0253378739869032	0.885121526017689
"136"	"Harryflintia"	"Propionic.acid"	-0.23761933599397	0.169286250620799
"137"	"Kineothrix"	"Propionic.acid"	0.116751269035533	0.504187830949769
"138"	"Lachnospiracea_incertae_sedis"	"Propionic.acid"	0.0641352266260623	0.714345313571631
"139"	"Lacrimispora"	"Propionic.acid"	0.0338123535849012	0.847094656430322
"140"	"Lawsonibacter"	"Propionic.acid"	0.209636592226388	0.226789111078604
"141"	"Mediterraneibacter"	"Propionic.acid"	-0.19524730557025	0.261009519524964
"142"	"Muribaculum"	"Propionic.acid"	-0.0898306375045993	0.607822541324832
"143"	"Neglecta"	"Propionic.acid"	-0.160205339795806	0.357926263331513
"144"	"Oscillibacter"	"Propionic.acid"	0.155536826490546	0.372287240741465
"145"	"Paramuribaculum"	"Propionic.acid"	0	1
"146"	"Roseburia"	"Propionic.acid"	0.136056192607395	0.435790636455442
"147"	"Saccharibacteria_genera_incertae_sedis"	"Propionic.acid"	0.0221639247688519	0.899433629074468
"148"	"Streptococcus"	"Propionic.acid"	-0.00682032010883541	0.96898242686072
"149"	"Vallitalea"	"Propionic.acid"	-0.0197451935312563	0.910361495079352
"150"	"Veillonella"	"Propionic.acid"	0.214056473341555	0.216921145939935
"151"	"Acetatifactor"	"Butyric.acid"	0.103217254152072	0.555161027165931
"152"	"Adlercreutzia"	"Butyric.acid"	0.115880913778492	0.50739341940555
"153"	"Alistipes"	"Butyric.acid"	-0.0560749485051407	0.74900799008367
"154"	"Alkaliphilus"	"Butyric.acid"	-0.0782830693803188	0.65487768598909
"155"	"Bacteroides"	"Butyric.acid"	0.0339848172758429	0.846323992023635
"156"	"Bifidobacterium"	"Butyric.acid"	0.130026852327183	0.456585267561597
"157"	"Blautia"	"Butyric.acid"	0.115353030536053	0.509342615992215
"158"	"Christensenella"	"Butyric.acid"	0.187833121953536	0.279905288310395
"159"	"Clostridium_IV"	"Butyric.acid"	-0.00170357751277683	0.992250693981713
"160"	"Clostridium_XlVa"	"Butyric.acid"	0.061017737953449	0.727689624296599
"161"	"Duncaniella"	"Butyric.acid"	-0.0253812920046079	0.884925980936323
"162"	"Eisenbergiella"	"Butyric.acid"	-0.0033870196992255	0.984593662537174
"163"	"Enterocloster"	"Butyric.acid"	0.0423021533410131	0.809336626565354
"164"	"Eubacterium"	"Butyric.acid"	0.128706748570569	0.461208052819528
"165"	"Flintibacter"	"Butyric.acid"	0.0864417954340528	0.621482797306796
"166"	"Harryflintia"	"Butyric.acid"	0.0943418432006565	0.589839416361181
"167"	"Kineothrix"	"Butyric.acid"	0.100170356770824	0.566958358199769
"168"	"Lachnospiracea_incertae_sedis"	"Butyric.acid"	0.0779014530821866	0.656456593911338
"169"	"Lacrimispora"	"Butyric.acid"	-0.0508910428835526	0.771564291247805
