	FBG	Weight	OGTT	Acetic.acid	Propionic.acid	Butyric.acid	Valeric.acid	Isovaleric.acid
Acetatifactor	0.316554427190985	0.694641983468514	0.376305682343632	0.933971006595746	0.421984021631326	0.953576360934667	0.996429741763136	0.743608369995287
Adlercreutzia	0.282787001081527	0.63630845030732	0.901121145165459	0.230229085310407	0.277145473754465	0.511398694417213	0.161754313032083	0.924548006131057
Alistipes	0.331679769784576	0.625892054025194	0.889405227814142	0.539717818668119	0.42042727373656	0.410990083756104	0.461219661673686	0.88605624467115
Alkaliphilus	0.441067988632536	0.277241355597237	0.398085819658421	0.973184273981611	0.702578992987471	0.427024148914036	0.757735807297289	0.376678715749007
Bacteroides	0.810531111977687	0.451324119692594	0.136862653867385	0.147492880163066	0.126251386040729	0.856873579413082	0.0445793228609601	0.706457477539973
Bifidobacterium	0.346059124493151	0.0854217436445371	0.868101885776902	0.955315990393683	0.548761875275299	0.40944876886192	0.549618178352059	0.893084203770665
Blautia	0.0696074897212985	0.109484264235621	0.408144437732545	0.726483969074576	0.764018657767488	0.477930418645962	0.107059384920338	0.0717241248575656
Christensenella	0.512927833232478	0.22297432610096	0.589082730101097	0.0600960948283685	0.12469043560546	0.520415287138432	0.0547559372408202	0.116631260291796
Clostridium_IV	0.833052390954189	0.680178293215582	0.0964125537003752	0.474552034725978	0.840104668858793	0.354770198395751	0.266124429478226	0.30180176963358
Clostridium_XlVa	0.888655800274463	0.906364600604077	0.235565712196113	0.84189812977232	0.7587700446154	0.706179584506911	0.67980281130715	0.826263248301985
Duncaniella	0.122660196758171	0.800109837086097	0.907206769224493	0.663291601920538	0.957165264204095	0.578813264160136	0.346790273614315	0.764075355790501
Eisenbergiella	0.0980490015463605	0.465284099910944	0.677775174663637	0.697971429469995	0.935783648521526	0.706318526488918	0.747008309304177	0.432767581662189
Enterocloster	0.0476324277674506	0.459719393634022	0.14955435093431	0.385553319718896	0.608738021779694	0.269403464806931	0.282129730104648	0.0880744893080743
Eubacterium	0.262477520292319	0.843729533970015	0.338869740473368	0.0954711693642717	0.0147443828573334	0.864834027784985	0.122856424758044	0.907366699703037
Flintibacter	0.21822752008923	0.209380133278941	0.755116738396732	0.522786643229708	0.528922413531012	0.513951476551791	0.075783684520692	0.430087362099239
Harryflintia	0.128700078078224	0.593055159433087	0.0762197154258511	0.242152096018757	0.0993723612934553	0.180400431877679	0.0875682806735294	0.130133397688227
Kineothrix	0.240036819554996	0.235234395047068	0.0835363069491283	0.810485069372406	0.647086144172323	0.132828277666966	0.718193350762439	0.257637541734839
Lachnospiracea_incertae_sedis	0.295669571925233	0.882490226379796	0.900102263055649	0.253469449742122	0.955382173930466	0.120210186317687	0.27385067288094	0.618344460658787
Lacrimispora	0.921513485791263	0.516048732919329	0.80334137482047	0.933954723616257	0.791501015142282	0.701235751642892	0.880780598106228	0.560554665002026
Lawsonibacter	0.105806975174702	0.74682657169454	0.746583644821297	0.496499910037948	0.795010751144731	0.629267763414352	0.4247538117161	0.45452868560297
Mediterraneibacter	0.660759960353074	0.744152144248182	0.861105854373461	0.519625087510129	0.438486221224031	0.741601515940883	0.651955310051017	0.84552224596888
Muribaculum	0.0614132350329453	0.690269255040647	0.936532896132856	0.939269765209179	0.58259702608314	0.287705839064566	0.231651573946315	0.16048961212573
Neglecta	0.862464120140945	0.0791050886880708	0.231663292342778	0.31073595054227	0.864267379363801	0.98115513539132	0.608711649500417	0.78197035834082
Oscillibacter	0.233378496899687	0.235580021756585	0.684241447154237	0.458801191404302	0.54367891956891	0.650087352939606	0.0556592110997584	0.379400524701221
Paramuribaculum	0.0696074897212985	0.419105779808394	0.210637061892121	0.868360539274735	0.50685670490518	0.186196606440193	0.493944194100806	0.163705057931722
Roseburia	0.827884487388547	0.296256259064634	0.385976923133466	0.991955095980542	0.689585061743926	0.908118108676528	0.487885382547911	0.666567122144326
Saccharibacteria_genera_incertae_sedis	0.854808974273731	0.4785001908134	0.280270240076022	0.83684347867882	0.78542226324631	0.757245519749393	0.923527182881211	0.219075261906773
Streptococcus	0.0334958684231784	0.427154685841323	0.481196052386454	0.324303668506891	0.830466894055134	0.937456028294347	0.898377390809661	0.955338040611435
Vallitalea	0.728531944253395	0.0946628378111813	0.601920811682189	0.716969289409701	0.505393782301163	0.865581666137556	0.259249532713967	0.765261388421006
Veillonella	0.0832649174782063	0.872396247476612	0.00926381026772131	0.547003973588015	0.135708710291732	0.209697351035559	0.342959030420014	0.0549971900863412
