"Var1"	"Var2"	"cor"	"pvalue"
"1"	"Acetatifactor"	"FBG"	-0.374141751034412	0.026816415750813
"2"	"Adlercreutzia"	"FBG"	0.35446628971778	0.0366833383348536
"3"	"Alistipes"	"FBG"	-0.271978197121356	0.113976681111674
"4"	"Alkaliphilus"	"FBG"	0.13819697159687	0.428534681524717
"5"	"Bacteroides"	"FBG"	0.191607518904246	0.270177972783509
"6"	"Bifidobacterium"	"FBG"	0.0343826188126827	0.844546927552761
"7"	"Blautia"	"FBG"	-0.266335885145921	0.121977787599618
"8"	"Christensenella"	"FBG"	-0.248156262174423	0.150607229068886
"9"	"Clostridium_IV"	"FBG"	-0.142319808025421	0.414751374919201
"10"	"Clostridium_XlVa"	"FBG"	-0.0478424971675418	0.784917016417127
"11"	"Duncaniella"	"FBG"	0.274584232448823	0.110417096031525
"12"	"Eisenbergiella"	"FBG"	-0.245621952718806	0.154956487714579
"13"	"Enterocloster"	"FBG"	-0.269247226838981	0.117798646169381
"14"	"Eubacterium"	"FBG"	0.0610090318687705	0.727727003015074
"15"	"Flintibacter"	"FBG"	-0.314064935744352	0.0661574415900057
"16"	"Harryflintia"	"FBG"	-0.146989725506628	0.399445460876542
"17"	"Kineothrix"	"FBG"	-0.223159025378172	0.197536634070045
"18"	"Lachnospiracea_incertae_sedis"	"FBG"	0.370529742140804	0.0284423308096623
"19"	"Lacrimispora"	"FBG"	0.0579254869954472	0.741004172623621
"20"	"Lawsonibacter"	"FBG"	-0.210210659996434	0.225490468448596
"21"	"Mediterraneibacter"	"FBG"	-0.113083494130195	0.517765216218368
"22"	"Muribaculum"	"FBG"	0.433166801335395	0.00934217156499326
"23"	"Neglecta"	"FBG"	0.0153766443361891	0.930138376197153
"24"	"Oscillibacter"	"FBG"	-0.175151742644376	0.314229789939195
"25"	"Paramuribaculum"	"FBG"	0.294692857856066	0.0857041713354097
"26"	"Roseburia"	"FBG"	0.0283986522001808	0.871353463102718
"27"	"Saccharibacteria_genera_incertae_sedis"	"FBG"	0.105938966696181	0.544720534623917
"28"	"Streptococcus"	"FBG"	0.47414075599864	0.00400910721117397
"29"	"Vallitalea"	"FBG"	-0.130792893808995	0.453914150319859
"30"	"Veillonella"	"FBG"	0.101924742993015	0.560151530823662
"31"	"Acetatifactor"	"Weight"	0.379396269286139	0.0245884127700432
"32"	"Adlercreutzia"	"Weight"	-0.147174385442166	0.398846970697162
"33"	"Alistipes"	"Weight"	0.128974501838641	0.460268413927547
"34"	"Alkaliphilus"	"Weight"	0.230617945563504	0.182579982962286
"35"	"Bacteroides"	"Weight"	-0.227915724530059	0.187903016633103
"36"	"Bifidobacterium"	"Weight"	-0.19644837119239	0.258029674217137
"37"	"Blautia"	"Weight"	0.217173705045775	0.210141278161213
"38"	"Christensenella"	"Weight"	-0.0673388483398271	0.700718602003377
"39"	"Clostridium_IV"	"Weight"	0.184074826604243	0.289813812499034
"40"	"Clostridium_XlVa"	"Weight"	0.199982119201136	0.249393324835902
"41"	"Duncaniella"	"Weight"	-0.141426037540544	0.417717972556594
"42"	"Eisenbergiella"	"Weight"	0.233481132914429	0.177057152903806
"43"	"Enterocloster"	"Weight"	0.159040526248666	0.361477862633454
