""	"FBG"	"Weight"	"OGTT"	"Acetic.acid"	"Propionic.acid"	"Butyric.acid"	"Valeric.acid"	"Isovaleric.acid"
"Acetatifactor"	"0.0205967939864458"	"0.0152442772750171"	"0.298631953481936"	"0.435838829394615"	"0.149028407890777"	"0.420120052718596"	"0.341911268684643"	"0.183842628429526"
"Adlercreutzia"	"0.0184833684789742"	"0.24193748545654"	"0.591649914582538"	"0.162702422501441"	"0.222619521895879"	"0.401022193127978"	"0.642348663477756"	"0.492278500653639"
"Alistipes"	"0.555704762009935"	"0.648542767352786"	"0.559326287714507"	"0.589356083769396"	"0.282390568240934"	"0.813831103979701"	"0.6904284639849"	"0.910951489669191"
"Alkaliphilus"	"0.582902543078482"	"0.0558571135480957"	"0.0353161625032034"	"0.922167683615242"	"0.0947586781061222"	"0.534489100184083"	"0.964945353845569"	"0.63107730523746"
"Bacteroides"	"0.4827882819737"	"0.565141247742829"	"0.507115517385661"	"0.462073832799092"	"0.704562242842667"	"0.673739090645003"	"0.304903542850348"	"0.607890677116241"
"Bifidobacterium"	"0.498467752326602"	"0.0270486719489196"	"0.92224402731737"	"0.496132413683056"	"0.189983258731584"	"0.325097792102876"	"0.843419456031346"	"0.574819597659363"
"Blautia"	"0.0976064972540778"	"0.123734135349377"	"0.274605491591009"	"0.465376496283785"	"0.87208812252766"	"0.334298366770623"	"0.654196352806075"	"0.274767656543021"
"Christensenella"	"0.250141582417126"	"0.293531908096143"	"0.232448499943854"	"0.242035531487383"	"0.359124799168814"	"0.142132278038951"	"0.00691401373249744"	"0.0165372389860148"
"Clostridium_IV"	"0.180433076114836"	"0.152664779595211"	"0.439451594748941"	"0.220599640079495"	"0.575202058186382"	"0.97895141639186"	"0.569013165788095"	"0.873014910309226"
"Clostridium_XlVa"	"0.63827662863511"	"0.217264551269959"	"0.00986880056319618"	"0.749723716814665"	"0.15422982635726"	"0.673239633971382"	"0.269424312751216"	"0.789562075213792"
"Duncaniella"	"0.0175395802362355"	"0.420719377147685"	"0.971316191192877"	"0.67571310495958"	"0.675734590946888"	"0.906491985832563"	"0.257559651751313"	"0.899591965477768"
"Eisenbergiella"	"0.0475797197958495"	"0.0838832449380335"	"0.771308334048443"	"0.981836446186067"	"0.358337674602224"	"0.843495403113643"	"0.662949305162176"	"0.367274943185282"
"Enterocloster"	"0.257769519193487"	"0.174258615849006"	"0.292953479357261"	"0.92617101152732"	"0.484991748413793"	"0.80119109815695"	"0.338607910416978"	"0.254117550872518"
"Eubacterium"	"0.345896758564039"	"0.919820506357302"	"0.695631908477022"	"0.610422716381563"	"0.852316987333302"	"0.312348251626765"	"0.080821991746472"	"0.303919616629879"
"Flintibacter"	"0.0306733187449374"	"0.0140931168116922"	"0.858835504568154"	"0.322344549911608"	"0.766187431989451"	"0.52184382223897"	"0.376827322526322"	"0.331991329177364"
"Harryflintia"	"0.375457576840835"	"0.424553941116056"	"0.0148483977476341"	"0.522774020737476"	"0.0490174742234992"	"0.471698980812776"	"0.0497427401107017"	"0.326143591151549"
"Kineothrix"	"0.19706084643907"	"0.0690557311628798"	"0.586176030562718"	"0.547600716218624"	"0.332564982729852"	"0.439133906319714"	"0.969415520456914"	"0.591152214481304"
"Lachnospiracea_incertae_sedis"	"0.0339473121087335"	"0.606205166237934"	"0.436121318207841"	"0.27125120254211"	"0.595045598425351"	"0.52187316381131"	"0.410168838523587"	"0.909709729407067"
"Lacrimispora"	"0.689501001594273"	"0.881847499003249"	"0.868571806168097"	"0.138898008738629"	"0.81454166900354"	"0.587085850384526"	"0.836071937207226"	"0.366774695809813"
