""	"FBG"	"Weight"	"OGTT"	"Acetic.acid"	"Propionic.acid"	"Butyric.acid"	"Valeric.acid"	"Isovaleric.acid"
"Lawsonibacter"	"0.0364967059758969"	"0.0886948143489807"	"0.364708270936715"	"0.530352629160498"	"0.0778990606740859"	"0.575228962771643"	"0.991716070748638"	"0.384301060583728"
"Mediterraneibacter"	"0.287055802599425"	"0.408816037178055"	"0.737094013555169"	"0.898228256826878"	"0.116547401790828"	"0.46481384387654"	"0.503713063925157"	"0.832882115775821"
"Muribaculum"	"0.00193305872338986"	"0.149887356962762"	"0.818778336672711"	"0.847241381620537"	"0.49726485349605"	"0.452880144348244"	"0.142008692629746"	"0.380655955352707"
"Neglecta"	"0.802202898077018"	"0.0299147959474218"	"0.090299725160377"	"0.0691670467664762"	"0.175384427436114"	"0.420955959852801"	"0.98591821640183"	"0.366320599465253"
"Oscillibacter"	"0.162340220866124"	"0.00830289176811796"	"0.477667722912171"	"0.634218716346727"	"0.189166457424917"	"0.67380388990843"	"0.524177189800653"	"0.404133264485898"
"Paramuribaculum"	"0.0195700648397255"	"0.146738972628883"	"0.511409662309275"	"0.606485949179936"	"0.923949767239308"	"0.619362759802806"	"0.399188067824054"	"0.574702113094724"
"Roseburia"	"0.640648639296625"	"0.0376122497362318"	"0.10405725786395"	"0.966205338923822"	"0.201224517568268"	"0.439179371484033"	"0.634433283896726"	"0.472231408738809"
"Saccharibacteria_genera_incertae_sedis"	"0.630427788738303"	"0.28588506666604"	"0.195972253794482"	"0.977172562031989"	"0.900129429840949"	"0.840516803096354"	"0.641364483478226"	"0.224022669063759"
"Streptococcus"	"0.000188770532285296"	"0.0203935846587787"	"0.509176004022637"	"0.0856510580650135"	"0.927051773745035"	"0.643603349452925"	"0.511809619258381"	"0.359917471306932"
"Vallitalea"	"0.640668377941369"	"0.0741303704112887"	"0.945550033157259"	"0.343628374606687"	"0.828737889377329"	"0.220907412320231"	"0.534225501540999"	"0.209335972210997"
"Veillonella"	"0.384825613477921"	"0.810233852970031"	"0.00272405590265135"	"0.469457661761095"	"0.0657984975622589"	"0.214136482569744"	"0.183939729691254"	"0.0350272547611535"
