	FBG	Weight	OGTT	Acetic.acid	Propionic.acid	Butyric.acid	Valeric.acid	Isovaleric.acid
Acetatifactor	-0.115080271169723	0.0318097108995018	0.196014113524279	-0.0318097108995018	0.118812114130439	0.0318097108995018	-0.0118577075098814	0.0671936758893281
Adlercreutzia	0.14918379392123	-0.087197753846427	-0.0501289695056061	0.170243233700167	0.132344444529457	0.120415945787923	0.222889447039883	0.00825516470518083
Alistipes	-0.163346613545817	0.0838325023258589	-0.0200809690583362	-0.127744765448928	-0.095427623973294	-0.127744765448928	-0.146826552871716	-0.0277779964892436
Alkaliphilus	0.114341234559326	0.193887165665262	0.146295798282461	-0.00881305298478463	0.0746130925295441	-0.136602321264162	-0.0525638751727482	-0.157691625518245
Bacteroides	0.0397615099888725	0.0836660026534076	-0.224460166113811	-0.219125245044639	-0.226190476190476	-0.00398409536444798	-0.29306988152175	0.0712872684782636
Bifidobacterium	0.14000112001344	-0.248497492977423	-0.0201614542268485	-0.00801604816056202	-0.0798417507942173	0.136272818729554	-0.0916363752267359	0.0119525706817482
Blautia	-0.242065397977694	0.198810693121886	-0.156011233213202	-0.0318097108995018	-0.0316832304347838	0.111333988148256	-0.241106719367589	0.217391304347826
Christensenella	-0.106850449195085	-0.209666876270371	-0.0718081068804148	0.276581836782192	0.213276467189891	0.0936809447165488	0.314847362416695	0.252764783911995
Clostridium_IV	0.00801617693552304	0.0923702228237874	0.24242473711863	-0.116466802690862	0.00400012800614433	-0.140563382557937	-0.159688591508002	-0.143719732357202
Clostridium_XlVa	0.00398406374501992	-0.00798404784055799	0.180728721525025	0.0479042870433479	0.0079523019977745	0.107784645847533	0.051587707765738	0.051587707765738
Duncaniella	0.273811679679686	0.0477145663492526	0.0360025922799696	0.071571849523879	0.0554456532608717	-0.0874767049736298	-0.138339920948617	-0.0592885375494071
Eisenbergiella	-0.234128827552196	0.071571849523879	0.0680048965288315	-0.0556669940741281	0	-0.0397621386243772	-0.0513833992094862	0.106719367588933
Enterocloster	-0.313494531807177	0.103381560423381	-0.236016993835356	-0.119286415873132	-0.0792080760869596	0.167000982222384	-0.162055335968379	0.296442687747036
Eubacterium	0.178572834573709	-0.0238572831746263	0.132009505026555	0.230620404021388	0.340594727173926	0.0318097108995018	0.209486166007905	0.0197628458498024
Flintibacter	-0.178572834573709	0.198810693121886	-0.0200014401555387	-0.119286415873132	-0.0871288836956555	0.111333988148256	-0.217391304347826	0.0671936758893281
Harryflintia	-0.172696333901691	0.0885328000244087	-0.263157894736842	-0.177065600048817	-0.248509469626006	0.217307781878094	-0.204014689586494	0.21201526564871
Kineothrix	-0.206759851942137	0.171316100671263	-0.280575207642264	0.00398409536444798	-0.0674603174603175	0.243029817231327	-0.0396040380434798	0.190099382608703
Lachnospiracea_incertae_sedis	0.146826552871716	0.00795242772487544	0.00400028803110773	0.17495340994726	0	0.230620404021388	-0.162055335968379	0.0592885375494071
Lacrimispora	0.0079523019977745	0.107570574840095	0.0400821725203235	0.0438250490089278	-0.0119047619047619	-0.0677296211956156	0.0316832304347838	-0.0792080760869596
Lawsonibacter	-0.226192257126697	0.0795242772487544	-0.0520037444044005	-0.0874767049736298	0.0316832304347838	0.103381560423381	-0.130434782608696	0.122529644268775
Mediterraneibacter	0.0677290836653386	-0.0558883348839059	-0.052210519551674	0.0958085740866959	-0.119284529966617	0.03992023920279	0.0595242781912362	-0.0198414260637454
Muribaculum	0.207585243854508	-0.084	-0.00804843636585534	-0.02	-0.0916341933823035	-0.204	-0.17495340994726	-0.214715548571637
Neglecta	0.0122230270570856	-0.265361388801511	-0.139644816458874	-0.151051867471629	-0.03659625273557	0.00408248290463863	0.0973969507115348	-0.0405820627964728
Oscillibacter	-0.187250996015936	0.135728813289486	-0.0682752947983429	-0.111776669767812	-0.079523019977745	0.0638723827244639	-0.234128827552196	0.099207130318727
Paramuribaculum	0.250001968403192	-0.103381560423381	0.188013537462063	-0.0397621386243772	0.102970498913047	-0.206763120846761	-0.0909090909090909	-0.217391304347826
Roseburia	-0.003992023920279	0.164	0.136823418219541	0.004	0.0517932397378237	0.012	-0.103381560423381	0.0636194217990035
Saccharibacteria_genera_incertae_sedis	0.0128842018007518	0.0989762410697451	-0.168845408376493	-0.0129099444873581	-0.0300034291592956	0.073156352095029	-0.0171109000779782	0.179664450818771
Streptococcus	0.320647077420922	-0.0923702228237874	0.113131543988694	0.156627769135987	0.036001152055299	0.00401609664451249	-0.0079844295754001	-0.0239532887262003
Vallitalea	0.0631194403097803	0.311710226502312	-0.090897823282254	-0.0722806322324201	-0.0944911182523068	0.0225876975726313	-0.197589735659464	0.0718508129670779
Veillonella	0.246995953010107	-0.0121716123890037	0.420422171734314	0.0973728991120295	0.226300034318807	-0.194745798224059	0.165356190857032	-0.310546992585157
