""	"FBG"	"Weight"	"OGTT"	"Acetic.acid"	"Propionic.acid"	"Butyric.acid"	"Valeric.acid"	"Isovaleric.acid"
"Acetatifactor"	"-0.389885137187185"	"0.407005278906965"	"0.180798923159997"	"-0.136042039868731"	"0.249089390556527"	"0.140704954054367"	"0.165546218487395"	"0.229971988795518"
"Adlercreutzia"	"0.396142439939546"	"-0.203099018482715"	"0.0938849863841979"	"0.241233048378635"	"0.211487808844731"	"0.14650399427843"	"0.0813241073198039"	"0.120009533371238"
"Alistipes"	"-0.103076168706565"	"0.0798177995795375"	"-0.102138106519497"	"-0.0944639103013315"	"-0.186882489422439"	"-0.0412869776498429"	"-0.0697723335269083"	"0.0196147122364802"
"Alkaliphilus"	"0.0960980270833978"	"0.326156425544334"	"0.356912219396371"	"-0.0171360643893696"	"0.286866175944348"	"-0.108630262304927"	"0.00770852849221449"	"-0.0840800607761914"
"Bacteroides"	"0.122634899592697"	"0.100637746410151"	"-0.115956258064663"	"-0.128460298864768"	"-0.0664330770365013"	"0.0737469346837727"	"-0.178506390997803"	"0.0898136551252685"
"Bifidobacterium"	"0.118311291193108"	"-0.373614945061005"	"-0.0171192050394181"	"-0.118950806612252"	"-0.226874349146239"	"0.171320358117824"	"-0.0346350943624779"	"0.0981561378693706"
"Blautia"	"-0.284523226369171"	"0.265134531751296"	"-0.189878764005695"	"0.127522422776786"	"0.0282351293343453"	"0.168138506596408"	"-0.0784478549223337"	"0.189815791821004"
"Christensenella"	"-0.199672765148215"	"-0.182685902957125"	"-0.20716058984986"	"0.203057616162934"	"0.159811486527801"	"0.253251822744455"	"0.448313753608873"	"0.402456823909664"
"Clostridium_IV"	"-0.231723572091126"	"0.246950801800334"	"0.134983521824038"	"-0.212393110830261"	"0.0980584625999653"	"-0.00462768195204039"	"0.099642651725752"	"-0.0280288753096349"
"Clostridium_XlVa"	"-0.0823175011583234"	"0.213900376055394"	"0.430333681324944"	"-0.0559097609211282"	"0.246041756653644"	"0.0738664326042"	"0.191903629841786"	"0.0467852645015742"
"Duncaniella"	"0.399131425025616"	"-0.140525402665641"	"0.00630693917999988"	"0.0732749607119941"	"-0.0732698263560538"	"-0.0206012233525816"	"-0.196638655462185"	"0.0221288515406163"
"Eisenbergiella"	"-0.337232932140673"	"0.296343012896755"	"0.0509496211795771"	"0.00399327464187117"	"0.16007005607425"	"-0.0346180853279545"	"0.0763358780497942"	"0.157153862700677"
"Enterocloster"	"-0.196553664201804"	"0.234956231575553"	"-0.182901236219997"	"0.0162521901387979"	"0.122022980413237"	"0.044145478612675"	"-0.166666666666667"	"0.198039215686275"
"Eubacterium"	"-0.16420315599039"	"-0.017654477364062"	"0.0685402056583582"	"-0.0891831336684561"	"0.0326444840834137"	"0.17582343337619"	"0.29918061562268"	"0.178864066549701"
"Flintibacter"	"-0.365839992381927"	"0.411336098205443"	"-0.0311886788582411"	"-0.172283335971246"	"0.0521227411589724"	"0.111991042980561"	"-0.15408320644231"	"0.16893122451766"
"Harryflintia"	"-0.154520671901622"	"-0.139379977422826"	"-0.408462645485404"	"-0.111742478125094"	"-0.335203945083001"	"0.125736769654771"	"-0.334198459429014"	"0.170955905180012"
"Kineothrix"	"-0.223390092342983"	"0.31093202522775"	"-0.0952681446533947"	"0.105185704274702"	"0.168733796223935"	"0.135076410749146"	"-0.00672504419536466"	"0.0940105136477018"
"Lachnospiracea_incertae_sedis"	"0.359439587622308"	"-0.0902339954163169"	"0.135959099158706"	"0.191186780660814"	"0.0930297743836339"	"0.11198319909731"	"-0.143707542897411"	"0.0198893480423317"
"Lacrimispora"	"0.0699922933126822"	"-0.026065022677453"	"-0.0290180170905713"	"0.255255047349359"	"0.0411266027773218"	"-0.0950378553333596"	"-0.0362821329015793"	"-0.157315966210323"
