"","igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
"ASV_21",19,1,0,19
"ASV_11",19,1,0,19
"ASV_201",19,1,0,19
"ASV_1446",19,1,0,19
"ASV_1605",19,1,0,19
"ASV_1448",19,1,0,19
"ASV_193",19,1,0,19
"ASV_554",19,1,0,19
"ASV_536",19,1,0,19
"ASV_332",19,1,0,19
"ASV_370",19,1,0,19
"ASV_314",19,1,0,19
"ASV_171",19,1,0,19
"ASV_364",19,1,0,19
"ASV_656",19,1,0,19
"ASV_480",19,1,0,19
"ASV_1629",19,1,0,19
"ASV_543",19,1,0,19
"ASV_1005",19,1,0,19
"ASV_9",12,1,0,12
"ASV_417",12,1,0,12
"ASV_3",12,1,0,12
"ASV_336",12,1,0,12
"ASV_223",12,1,0,12
"ASV_634",12,1,0,12
"ASV_383",12,1,0,12
"ASV_391",12,1,0,12
"ASV_170",12,1,0,12
"ASV_540",12,1,0,12
"ASV_341",12,1,0,12
"ASV_827",12,1,0,12
"ASV_10",11,1,0,11
"ASV_72",11,1,0,11
"ASV_126",11,1,0,11
"ASV_39",11,1,0,11
"ASV_210",11,1,0,11
"ASV_84",11,1,0,11
"ASV_185",11,1,0,11
"ASV_573",11,1,0,11
"ASV_24",11,1,0,11
"ASV_225",11,1,0,11
"ASV_499",11,1,0,11
"ASV_28",12,1,0,12
"ASV_93",12,1,0,12
"ASV_82",12,1,0,12
"ASV_1610",12,1,0,12
"ASV_529",12,1,0,12
"ASV_315",12,1,0,12
"ASV_959",12,1,0,12
"ASV_469",12,1,0,12
"ASV_393",12,1,0,12
"ASV_1318",12,1,0,12
"ASV_719",12,1,0,12
"ASV_651",12,1,0,12
"ASV_33",12,1,0,12
"ASV_20",12,1,0,12
"ASV_333",12,1,0,12
"ASV_196",12,1,0,12
"ASV_938",12,1,0,12
"ASV_152",12,1,0,12
"ASV_378",12,1,0,12
"ASV_468",12,1,0,12
"ASV_438",12,1,0,12
"ASV_1272",12,1,0,12
"ASV_614",12,1,0,12
"ASV_474",12,1,0,12
"ASV_25",14,1,0,14
"ASV_75",14,1,0,14
"ASV_83",14,1,0,14
"ASV_95",14,1,0,14
"ASV_103",14,1,0,14
"ASV_101",14,1,0,14
"ASV_106",14,1,0,14
"ASV_151",14,1,0,14
"ASV_1368",14,1,0,14
"ASV_436",14,1,0,14
"ASV_495",14,1,0,14
"ASV_1041",14,1,0,14
"ASV_583",14,1,0,14
"ASV_716",14,1,0,14
"ASV_1569",11,1,0,11
"ASV_259",11,1,0,11
"ASV_381",11,1,0,11
"ASV_1491",11,1,0,11
"ASV_397",11,1,0,11
"ASV_697",11,1,0,11
"ASV_303",11,1,0,11
"ASV_17",11,1,0,11
"ASV_321",11,1,0,11
"ASV_1230",11,1,0,11
"ASV_950",11,1,0,11
"ASV_30",17,1,0,17
"ASV_44",17,1,0,17
"ASV_1365",17,1,0,17
"ASV_59",17,1,0,17
"ASV_54",17,1,0,17
"ASV_450",17,1,0,17
"ASV_174",17,1,0,17
"ASV_263",17,1,0,17
"ASV_609",17,1,0,17
"ASV_229",17,1,0,17
"ASV_649",17,1,0,17
"ASV_98",17,1,0,17
"ASV_360",17,1,0,17
"ASV_407",17,1,0,17
"ASV_419",17,1,0,17
"ASV_482",17,1,0,17
"ASV_834",17,1,0,17
"ASV_149",6,1,0,6
"ASV_599",6,1,0,6
"ASV_199",6,1,0,6
"ASV_227",6,1,0,6
"ASV_251",6,1,0,6
"ASV_41",6,1,0,6
"ASV_1450",7,1,0,7
"ASV_134",7,1,0,7
"ASV_629",7,1,0,7
"ASV_239",7,1,0,7
"ASV_254",7,1,0,7
"ASV_406",7,1,0,7
"ASV_260",7,1,0,7
"ASV_86",12,1,0,12
"ASV_100",12,1,0,12
"ASV_22",12,1,0,12
"ASV_110",12,1,0,12
"ASV_145",12,1,0,12
"ASV_1141",12,1,0,12
"ASV_121",12,1,0,12
"ASV_120",12,1,0,12
"ASV_1314",12,1,0,12
"ASV_362",12,1,0,12
"ASV_1540",12,1,0,12
"ASV_541",12,1,0,12
"ASV_129",7,1,0,7
"ASV_141",7,1,0,7
"ASV_236",7,1,0,7
"ASV_447",7,1,0,7
"ASV_198",7,1,0,7
"ASV_637",7,1,0,7
"ASV_8",7,1,0,7
"ASV_5",21,1,0,21
"ASV_127",21,1,0,21
"ASV_1412",21,1,0,21
"ASV_276",21,1,0,21
"ASV_211",21,1,0,21
"ASV_179",21,1,0,21
"ASV_268",21,1,0,21
"ASV_490",21,1,0,21
"ASV_249",21,1,0,21
"ASV_306",21,1,0,21
"ASV_304",21,1,0,21
"ASV_312",21,1,0,21
"ASV_228",21,1,0,21
"ASV_416",21,1,0,21
"ASV_330",21,1,0,21
"ASV_1553",21,1,0,21
"ASV_411",21,1,0,21
"ASV_483",21,1,0,21
"ASV_933",21,1,0,21
"ASV_388",21,1,0,21
"ASV_519",21,1,0,21
"ASV_1658",4,1,0,4
"ASV_1071",4,1,0,4
"ASV_173",4,1,0,4
"ASV_409",4,1,0,4
"ASV_29",8,1,0,8
"ASV_113",8,1,0,8
"ASV_231",8,1,0,8
"ASV_105",8,1,0,8
"ASV_90",8,1,0,8
"ASV_234",8,1,0,8
"ASV_323",8,1,0,8
"ASV_435",8,1,0,8
"ASV_118",13,1,0,13
"ASV_26",13,1,0,13
"ASV_209",13,1,0,13
"ASV_252",13,1,0,13
"ASV_673",13,1,0,13
"ASV_275",13,1,0,13
"ASV_226",13,1,0,13
"ASV_122",13,1,0,13
"ASV_60",13,1,0,13
"ASV_352",13,1,0,13
"ASV_427",13,1,0,13
"ASV_769",13,1,0,13
"ASV_885",13,1,0,13
"ASV_46",11,1,0,11
"ASV_182",11,1,0,11
"ASV_1505",11,1,0,11
"ASV_485",11,1,0,11
"ASV_241",11,1,0,11
"ASV_167",11,1,0,11
"ASV_386",11,1,0,11
"ASV_425",11,1,0,11
"ASV_440",11,1,0,11
"ASV_828",11,1,0,11
"ASV_616",11,1,0,11
"ASV_97",12,1,0,12
"ASV_74",12,1,0,12
"ASV_1582",12,1,0,12
"ASV_271",12,1,0,12
"ASV_1022",12,1,0,12
"ASV_1652",12,1,0,12
"ASV_299",12,1,0,12
"ASV_218",12,1,0,12
"ASV_1567",12,1,0,12
"ASV_461",12,1,0,12
"ASV_770",12,1,0,12
"ASV_359",12,1,0,12
"ASV_1614",6,1,0,6
"ASV_944",6,1,0,6
"ASV_96",6,1,0,6
"ASV_272",6,1,0,6
"ASV_669",6,1,0,6
"ASV_219",6,1,0,6
"ASV_208",8,1,0,8
"ASV_114",8,1,0,8
"ASV_139",8,1,0,8
"ASV_377",8,1,0,8
"ASV_131",8,1,0,8
"ASV_437",8,1,0,8
"ASV_590",8,1,0,8
"ASV_494",8,1,0,8
"ASV_68",13,1,0,13
"ASV_1046",13,1,0,13
"ASV_1497",13,1,0,13
"ASV_204",13,1,0,13
"ASV_235",13,1,0,13
"ASV_242",13,1,0,13
"ASV_867",13,1,0,13
"ASV_1111",13,1,0,13
"ASV_309",13,1,0,13
"ASV_807",13,1,0,13
"ASV_431",13,1,0,13
"ASV_1486",13,1,0,13
"ASV_1165",13,1,0,13
"ASV_274",4,1,0,4
"ASV_285",4,1,0,4
"ASV_109",4,1,0,4
"ASV_493",4,1,0,4
"ASV_135",9,1,0,9
"ASV_800",9,1,0,9
"ASV_459",9,1,0,9
