OTU	Group
ASV_1	HDA
ASV_1	HDB
ASV_1	HDC
ASV_1	MDA
ASV_1	MDB
ASV_1	MDC
ASV_1	NCA
ASV_1	NCB
ASV_1	NCC
ASV_2	HDA
ASV_2	HDB
ASV_2	HDC
ASV_2	MDA
ASV_2	MDB
ASV_2	MDC
ASV_2	NCB
ASV_2	NCC
ASV_4	HDB
ASV_4	HDC
ASV_4	NCB
ASV_4	NCC
ASV_15	HDA
ASV_15	HDB
ASV_15	HDC
ASV_15	MDA
ASV_15	MDB
ASV_15	MDC
ASV_15	NCB
ASV_15	NCC
ASV_3	HDA
ASV_3	HDB
ASV_3	HDC
ASV_3	MDA
ASV_3	MDB
ASV_3	MDC
ASV_3	NCA
ASV_3	NCB
ASV_3	NCC
ASV_6	HDA
ASV_6	HDB
ASV_6	HDC
ASV_6	MDA
ASV_6	MDB
ASV_6	MDC
ASV_6	NCA
ASV_6	NCB
ASV_9	HDA
ASV_9	HDB
ASV_9	HDC
ASV_9	MDA
ASV_9	MDB
ASV_9	MDC
ASV_9	NCA
ASV_9	NCB
ASV_9	NCC
ASV_8	HDA
ASV_8	HDB
ASV_8	HDC
ASV_8	MDA
ASV_12	HDA
ASV_12	HDB
ASV_12	HDC
ASV_12	MDA
ASV_12	MDB
ASV_12	MDC
ASV_7	MDC
ASV_5	HDA
ASV_5	HDB
ASV_5	HDC
ASV_5	MDA
ASV_5	MDB
ASV_5	NCA
ASV_5	NCB
ASV_13	HDA
ASV_13	HDB
ASV_13	HDC
ASV_13	MDA
ASV_13	MDB
ASV_13	MDC
ASV_13	NCA
ASV_13	NCB
ASV_13	NCC
ASV_26	HDA
ASV_26	HDB
ASV_26	HDC
ASV_26	MDA
ASV_26	MDB
ASV_26	MDC
ASV_26	NCA
ASV_26	NCB
ASV_26	NCC
ASV_11	HDA
ASV_11	HDB
ASV_11	MDA
ASV_11	MDB
ASV_11	MDC
ASV_11	NCA
ASV_11	NCB
ASV_11	NCC
ASV_14	HDA
ASV_14	HDB
ASV_14	HDC
ASV_14	MDA
ASV_14	MDB
ASV_14	NCA
ASV_14	NCB
ASV_16	HDA
ASV_16	HDB
ASV_16	HDC
ASV_16	MDA
ASV_16	MDB
ASV_16	MDC
ASV_16	NCA
ASV_10	HDA
ASV_10	HDB
ASV_10	HDC
ASV_10	MDA
ASV_10	MDB
ASV_10	MDC
ASV_10	NCA
ASV_10	NCB
ASV_10	NCC
ASV_22	HDA
ASV_22	MDA
ASV_22	MDB
ASV_22	MDC
ASV_22	NCA
ASV_22	NCB
ASV_22	NCC
ASV_27	HDA
ASV_27	HDB
ASV_27	HDC
ASV_27	MDA
ASV_27	MDB
ASV_27	MDC
ASV_27	NCA
ASV_27	NCC
ASV_97	HDA
ASV_97	HDB
ASV_97	HDC
ASV_97	MDA
ASV_97	MDB
ASV_97	MDC
ASV_97	NCA
ASV_97	NCB
ASV_97	NCC
ASV_21	HDA
ASV_21	HDB
ASV_21	HDC
ASV_21	MDA
ASV_21	MDB
ASV_21	MDC
ASV_21	NCB
ASV_21	NCC
ASV_24	NCA
ASV_24	NCB
ASV_24	NCC
ASV_19	HDA
ASV_19	HDB
ASV_19	HDC
ASV_19	MDA
ASV_19	MDB
ASV_19	MDC
ASV_19	NCA
ASV_19	NCC
ASV_17	HDA
ASV_17	MDC
ASV_17	NCA
ASV_17	NCB
ASV_17	NCC
ASV_23	HDA
ASV_23	HDB
ASV_23	HDC
ASV_23	MDA
ASV_23	MDB
ASV_23	MDC
ASV_23	NCA
ASV_23	NCB
ASV_23	NCC
ASV_20	HDA
ASV_20	HDB
ASV_20	HDC
ASV_20	MDA
ASV_20	MDB
ASV_20	MDC
ASV_20	NCA
ASV_20	NCB
ASV_20	NCC
ASV_28	HDA
ASV_28	HDB
ASV_28	HDC
ASV_28	MDA
ASV_28	MDB
ASV_28	MDC
ASV_31	NCA
ASV_31	NCB
ASV_31	NCC
ASV_29	HDA
ASV_29	HDB
ASV_29	HDC
ASV_29	MDA
ASV_29	MDB
ASV_29	MDC
ASV_41	HDB
ASV_41	HDC
ASV_41	MDA
ASV_41	NCA
ASV_41	NCC
ASV_25	HDA
ASV_25	HDB
ASV_25	HDC
ASV_25	MDB
ASV_25	MDC
ASV_25	NCA
ASV_25	NCB
ASV_25	NCC
ASV_201	HDA
ASV_201	HDB
ASV_201	HDC
ASV_201	MDA
ASV_201	MDB
ASV_201	MDC
ASV_201	NCC
ASV_51	HDA
ASV_51	HDB
ASV_51	HDC
ASV_51	MDA
ASV_51	NCC
ASV_44	HDA
ASV_44	HDB
ASV_44	HDC
ASV_44	MDA
ASV_44	MDB
ASV_44	MDC
ASV_44	NCA
ASV_44	NCB
ASV_44	NCC
ASV_46	HDA
ASV_46	HDB
ASV_46	HDC
ASV_46	MDA
ASV_46	MDB
ASV_46	MDC
ASV_46	NCA
ASV_46	NCB
ASV_46	NCC
ASV_32	HDA
ASV_32	HDB
ASV_32	HDC
ASV_32	MDA
ASV_32	MDB
ASV_32	MDC
ASV_32	NCA
ASV_32	NCB
ASV_32	NCC
ASV_30	HDA
ASV_30	HDB
ASV_30	MDA
ASV_30	MDB
ASV_30	MDC
ASV_30	NCA
ASV_35	HDA
ASV_35	HDB
ASV_35	HDC
ASV_35	MDA
ASV_35	MDB
ASV_35	MDC
ASV_52	HDA
ASV_52	HDB
ASV_52	HDC
ASV_52	MDA
ASV_52	MDB
ASV_52	MDC
ASV_52	NCC
ASV_50	HDA
ASV_50	HDB
ASV_50	HDC
ASV_50	MDA
ASV_50	MDB
ASV_50	NCA
ASV_50	NCB
ASV_50	NCC
ASV_36	HDA
ASV_36	HDB
ASV_36	MDA
ASV_36	MDB
ASV_36	NCA
ASV_36	NCB
ASV_33	HDA
ASV_33	HDB
ASV_33	MDA
ASV_33	MDB
ASV_33	MDC
ASV_33	NCA
ASV_33	NCB
ASV_417	HDA
ASV_417	HDB
ASV_417	HDC
ASV_417	MDA
ASV_417	MDB
ASV_417	MDC
ASV_417	NCA
ASV_417	NCB
ASV_417	NCC
ASV_43	MDA
ASV_43	MDB
ASV_43	MDC
ASV_38	HDA
ASV_38	HDB
ASV_38	HDC
ASV_38	MDA
ASV_38	MDB
ASV_38	MDC
ASV_38	NCC
ASV_56	HDC
ASV_56	NCB
ASV_56	NCC
ASV_34	NCA
ASV_34	NCB
ASV_34	NCC
ASV_1253	HDA
ASV_1253	HDB
ASV_1253	HDC
ASV_1253	MDA
ASV_1253	MDB
ASV_1253	MDC
ASV_1253	NCB
ASV_1253	NCC
ASV_53	MDC
ASV_42	MDB
ASV_42	MDC
ASV_42	NCA
ASV_42	NCB
ASV_42	NCC
ASV_45	MDA
ASV_45	NCA
ASV_45	NCB
ASV_45	NCC
ASV_37	HDA
ASV_37	HDB
ASV_37	HDC
ASV_37	MDA
ASV_37	MDB
ASV_37	MDC
ASV_39	HDA
ASV_39	HDB
ASV_39	HDC
ASV_39	MDB
ASV_39	MDC
ASV_39	NCA
ASV_39	NCB
ASV_39	NCC
ASV_59	HDA
ASV_59	HDB
ASV_59	HDC
ASV_59	MDA
ASV_59	MDB
ASV_59	MDC
ASV_109	HDA
ASV_109	HDB
ASV_109	NCA
ASV_109	NCB
ASV_109	NCC
ASV_58	MDC
ASV_58	NCA
ASV_58	NCB
ASV_58	NCC
ASV_40	HDA
ASV_40	NCA
ASV_40	NCB
ASV_48	HDA
ASV_48	HDB
ASV_48	HDC
ASV_48	MDA
ASV_48	MDB
ASV_48	MDC
ASV_48	NCC
ASV_64	HDA
ASV_64	HDB
ASV_64	HDC
ASV_64	MDA
ASV_64	MDB
ASV_64	MDC
ASV_64	NCA
ASV_64	NCB
ASV_64	NCC
ASV_55	HDA
ASV_55	HDB
ASV_55	HDC
ASV_55	MDA
ASV_55	MDB
ASV_55	MDC
ASV_74	HDA
ASV_74	HDB
ASV_74	HDC
ASV_74	MDA
ASV_74	MDB
ASV_74	MDC
ASV_74	NCA
ASV_74	NCB
ASV_74	NCC
ASV_89	MDC
ASV_89	NCA
ASV_89	NCB
ASV_89	NCC
ASV_73	NCA
ASV_73	NCB
ASV_73	NCC
ASV_1365	HDA
ASV_1365	HDB
ASV_1365	HDC
ASV_1365	MDA
ASV_1365	MDB
ASV_1365	MDC
ASV_1365	NCB
ASV_57	HDA
ASV_57	HDB
ASV_57	MDA
ASV_57	NCA
ASV_57	NCB
ASV_57	NCC
ASV_82	HDA
ASV_82	HDB
ASV_82	HDC
ASV_82	MDA
ASV_82	MDB
ASV_82	MDC
ASV_82	NCA
ASV_82	NCB
ASV_82	NCC
ASV_47	MDC
ASV_54	HDA
ASV_54	HDB
ASV_54	MDA
ASV_54	MDB
ASV_54	MDC
ASV_54	NCA
ASV_54	NCB
ASV_54	NCC
ASV_75	HDA
ASV_75	HDB
ASV_75	HDC
ASV_75	MDA
ASV_75	MDB
ASV_75	MDC
ASV_75	NCA
ASV_75	NCB
ASV_75	NCC
ASV_49	HDA
ASV_49	HDB
ASV_49	HDC
ASV_49	MDA
ASV_49	MDB
ASV_49	MDC
ASV_49	NCA
ASV_49	NCB
ASV_49	NCC
ASV_76	HDA
ASV_76	HDB
ASV_76	HDC
ASV_76	MDB
ASV_76	NCC
ASV_507	HDA
ASV_507	HDB
ASV_507	MDA
ASV_507	MDB
ASV_507	NCA
ASV_507	NCB
ASV_507	NCC
ASV_61	NCB
ASV_61	NCC
ASV_465	HDA
ASV_465	HDB
ASV_465	MDA
ASV_465	MDB
ASV_465	MDC
ASV_465	NCA
ASV_465	NCB
ASV_63	NCA
ASV_63	NCC
ASV_1412	HDA
ASV_1412	HDB
ASV_1412	HDC
ASV_1412	MDA
ASV_1412	MDB
ASV_1412	MDC
ASV_1412	NCA
ASV_1412	NCB
ASV_1412	NCC
ASV_67	HDA
ASV_67	MDA
ASV_67	MDB
ASV_67	MDC
ASV_62	HDA
ASV_62	HDB
ASV_62	MDA
ASV_62	MDB
ASV_62	NCA
ASV_81	HDA
ASV_81	HDB
ASV_81	MDA
ASV_81	MDB
ASV_81	MDC
ASV_81	NCA
ASV_81	NCC
ASV_91	HDA
ASV_91	HDB
ASV_91	HDC
ASV_91	MDA
ASV_91	MDB
ASV_80	MDA
ASV_80	NCB
ASV_80	NCC
ASV_60	MDC
ASV_60	NCB
ASV_60	NCC
ASV_94	HDB
ASV_94	NCA
ASV_94	NCB
ASV_94	NCC
ASV_71	HDA
ASV_71	HDC
ASV_71	MDC
ASV_71	NCC
ASV_392	MDC
ASV_392	NCA
ASV_392	NCB
ASV_392	NCC
ASV_88	HDA
ASV_88	HDB
ASV_88	HDC
ASV_88	MDA
ASV_88	MDB
ASV_88	MDC
ASV_88	NCA
ASV_88	NCB
ASV_88	NCC
ASV_68	HDA
ASV_68	HDB
ASV_68	HDC
ASV_68	MDA
ASV_68	MDB
ASV_68	MDC
ASV_68	NCA
ASV_68	NCB
ASV_68	NCC
ASV_98	HDA
ASV_98	HDB
ASV_98	HDC
ASV_98	NCA
ASV_98	NCB
ASV_98	NCC
ASV_72	HDA
ASV_72	MDA
ASV_72	MDB
ASV_72	MDC
ASV_72	NCA
ASV_72	NCB
ASV_72	NCC
ASV_83	HDA
ASV_83	HDB
ASV_83	HDC
ASV_83	MDA
ASV_83	MDB
ASV_83	MDC
ASV_83	NCA
ASV_83	NCB
ASV_83	NCC
ASV_300	HDA
ASV_300	HDB
ASV_300	HDC
ASV_300	MDA
ASV_300	MDB
ASV_300	MDC
ASV_300	NCA
ASV_157	HDB
ASV_157	HDC
ASV_157	MDB
ASV_157	MDC
ASV_157	NCA
ASV_157	NCB
ASV_157	NCC
ASV_102	HDA
ASV_102	HDB
ASV_102	HDC
ASV_102	MDA
ASV_102	MDB
ASV_102	MDC
ASV_125	NCA
ASV_125	NCB
ASV_125	NCC
ASV_87	HDA
ASV_87	HDB
ASV_87	HDC
ASV_87	MDA
ASV_87	MDB
ASV_206	HDA
ASV_206	HDB
ASV_206	HDC
ASV_206	MDA
ASV_206	MDC
ASV_117	HDB
ASV_117	HDC
ASV_117	MDC
ASV_117	NCA
ASV_117	NCB
ASV_117	NCC
ASV_77	MDC
ASV_720	MDC
ASV_720	NCB
ASV_720	NCC
ASV_122	MDC
ASV_122	NCB
ASV_122	NCC
ASV_95	HDA
ASV_95	HDB
ASV_95	HDC
ASV_95	MDA
ASV_95	MDB
ASV_95	MDC
ASV_95	NCA
ASV_95	NCB
ASV_95	NCC
ASV_78	HDA
ASV_78	HDB
ASV_78	HDC
ASV_78	MDA
ASV_78	MDB
ASV_78	MDC
ASV_78	NCC
ASV_130	HDA
ASV_130	HDB
ASV_130	HDC
ASV_130	MDA
ASV_130	MDB
ASV_130	MDC
ASV_130	NCC
ASV_85	HDA
ASV_85	HDB
ASV_85	HDC
ASV_85	MDA
ASV_85	MDB
ASV_85	MDC
ASV_85	NCA
ASV_142	HDA
ASV_142	HDB
