X1	X2	elements	Kingdom	Phylum	Class	Order	Family	Genus	Species	mean
ASV_115	15.7363592945713	2.80427106535507	ASV_115	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Unassigned	98.6444444444444
ASV_116	16.4942522310302	3.2134345471381	ASV_116	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	Unassigned	105.555555555556
ASV_1165	8.17864215663116	-8.40614059904814	ASV_1165	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	Unassigned	5.57777777777778
ASV_118	-16.9657395528979	-15.5072065436671	ASV_118	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Unassigned	123.8
ASV_119	6.53081526047674	-11.1662805935979	ASV_119	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	Unassigned	111.244444444444
ASV_1193	-9.67819211198844	12.6499302903623	ASV_1193	Bacteria	Firmicutes	Clostridia	Clostridiales	Unassigned	Unassigned	Unassigned	4.4
ASV_12	2.06773050800116	-17.0089289728983	ASV_12	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Kineothrix	Unassigned	661.266666666667
ASV_120	-16.0451799826031	14.9335365139176	ASV_120	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	Unassigned	88.8444444444444
ASV_1201	16.4072156449771	1.36472084176246	ASV_1201	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Unassigned	7.51111111111111
ASV_1202	16.7814617271607	2.62655595913523	ASV_1202	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Unassigned	3.82222222222222
ASV_1203	16.0121002942983	1.33914547780979	ASV_1203	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Unassigned	2.91111111111111
ASV_1204	16.2956844654574	2.06527731547074	ASV_1204	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Unassigned	12.5111111111111
ASV_1205	15.7734912668554	2.43176394308204	ASV_1205	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Unassigned	12.4888888888889
ASV_1209	-23.3306885349034	-1.03815603476516	ASV_1209	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Kineothrix	Unassigned	14.8444444444444
ASV_121	-15.6433769966466	15.3688807420748	ASV_121	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	Unassigned	95.8666666666667
ASV_122	-11.6058449061328	13.8120436416354	ASV_122	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Kineothrix	Unassigned	128.644444444444
ASV_1226	17.0558835949893	2.29535432961778	ASV_1226	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Unassigned	4
ASV_1228	15.9957334958631	1.89550729945208	ASV_1228	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Unassigned	13.7333333333333
ASV_123	-13.9096860566485	6.56362622477155	ASV_123	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Dysosmobacter	Unassigned	86.3111111111111
ASV_1230	16.7132896254148	3.49833423069439	ASV_1230	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Unassigned	19.0444444444444
ASV_1238	-24.7052909970198	-0.248930815771315	ASV_1238	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster	Unassigned	15.7555555555556
ASV_124	-24.0451363760556	-8.61228345524457	ASV_124	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	96.6666666666667
ASV_1240	2.7036161603788	20.1655578458979	ASV_1240	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Unassigned	17.0666666666667
ASV_1241	15.8189326634323	1.48518844915089	ASV_1241	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Unassigned	4.91111111111111
ASV_1242	16.9464858644615	1.91811512274282	ASV_1242	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Unassigned	15.7555555555556
ASV_1246	-15.1450095160344	-14.7249185966609	ASV_1246	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	23.8666666666667
ASV_125	-10.2149129628366	14.563936539602	ASV_125	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	135.822222222222
ASV_1253	-5.22948671791946	-16.8319358461746	ASV_1253	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Unassigned	261.977777777778
ASV_1254	9.22066337744164	16.5970327837212	ASV_1254	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Hespellia	Unassigned	3.15555555555556
ASV_126	-25.0114667177098	1.94831986711325	ASV_126	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Unassigned	120.844444444444
ASV_1265	16.7621019348352	1.85789404591568	ASV_1265	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Unassigned	10
ASV_1267	15.6289525272791	2.25941573652098	ASV_1267	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Unassigned	8.4
ASV_127	15.0726184486321	-8.07341052638365	ASV_127	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	Unassigned	89.6888888888889
ASV_1272	9.07608282767929	-8.23770130137859	ASV_1272	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	Unassigned	8.84444444444444
ASV_128	-12.607205874592	2.24901872175736	ASV_128	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Stomatobaculum	Unassigned	111.333333333333
ASV_1286	-15.4746481412141	13.0740955693325	ASV_1286	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	Unassigned	8.91111111111111
ASV_129	-5.11254451643603	20.694779249579	ASV_129	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	Unassigned	103.222222222222
ASV_1293	16.2021427785758	2.76842013905278	ASV_1293	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Unassigned	6.44444444444444
ASV_1297	-16.1790177485583	13.583235740198	ASV_1297	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	Unassigned	19.8666666666667
ASV_13	15.5758129228669	-9.83595137758794	ASV_13	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	Unassigned	590.088888888889
ASV_131	-1.40036641404878	7.05391841981024	ASV_131	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	Unassigned	78.3555555555556
ASV_1314	8.18162135352413	18.6176576144875	ASV_1314	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Kineothrix	Unassigned	56.6666666666667
ASV_1318	8.6713828589404	17.7892111543417	ASV_1318	Bacteria	Firmicutes	Clostridia	Clostridiales	Unassigned	Unassigned	Unassigned	52.1111111111111
ASV_1319	15.6086174526478	1.25664592840108	ASV_1319	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Unassigned	20.9777777777778
ASV_133	-18.0557079224983	-14.6377673998892	ASV_133	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	73.9555555555555
ASV_1335	-12.1857434042416	-11.9554970325486	ASV_1335	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	5.2
ASV_1337	2.63475517655691	-18.3157966685229	ASV_1337	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella	Unassigned	13.8444444444444
ASV_134	-20.4297488310215	-15.3881596630468	ASV_134	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Kineothrix	Unassigned	90.9555555555555
ASV_1346	17.1455800886048	2.78218570750221	ASV_1346	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Unassigned	Unassigned	4.57777777777778
ASV_1347	16.1637862646484	1.56769408371425	ASV_1347	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Unassigned	10.0888888888889
ASV_1348	16.4737194165196	2.41181995416382	ASV_1348	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Unassigned	3.13333333333333
ASV_1349	16.7423202694821	2.98847698684229	ASV_1349	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Unassigned	8.75555555555556
ASV_135	2.90686756573032	21.0533893203795	ASV_135	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Unassigned	113.822222222222
ASV_1351	16.1126134238552	2.57085676167747	ASV_1351	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Unassigned	5.22222222222222
ASV_1353	15.9344438577032	0.890879204864259	ASV_1353	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Unassigned	6.17777777777778
ASV_1364	-22.1716302454564	-1.06241369997698	ASV_1364	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster	Unassigned	26.6666666666667
ASV_1365	-10.971603491651	-16.2220647039473	ASV_1365	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella	Unassigned	208.422222222222
ASV_137	-23.9990061620897	-3.06229409651789	ASV_137	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flintibacter	Unassigned	81.0666666666667
ASV_1370	-25.8879018010639	-4.81421509059609	ASV_1370	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	7.95555555555556
ASV_1386	-17.1102730449341	12.6350604864502	ASV_1386	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	Unassigned	12.3555555555556
ASV_1387	-25.8055466498545	5.82430486439813	ASV_1387	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster	Unassigned	2.97777777777778
ASV_1389	16.6314884646243	2.68068226135283	ASV_1389	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Unassigned	3.06666666666667
ASV_139	-19.3529367012397	15.0885586816339	ASV_139	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	Unassigned	84.3555555555556
ASV_1392	3.97328587640811	-4.15666026399988	ASV_1392	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	Unassigned	3.51111111111111
ASV_14	0.624515479446187	-22.8573406695471	ASV_14	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	Unassigned	543.333333333333
ASV_1406	-11.4746690871081	-3.2324715216606	ASV_1406	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	8.93333333333333
ASV_1407	-3.45477623321513	11.0879737745062	ASV_1407	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_2	Alkaliphilus	Unassigned	6.95555555555556
ASV_141	-4.39834265991129	20.213910799094	ASV_141	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	Unassigned	82.8666666666667
ASV_1412	4.69637334812726	23.8706075873166	ASV_1412	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	162.977777777778
ASV_1418	-24.2835686174008	-2.31940696615904	ASV_1418	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster	Unassigned	4.57777777777778
ASV_142	11.3532247788577	15.7488599455863	ASV_142	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Syntrophococcus	Unassigned	124.666666666667
ASV_1424	-15.8187349732641	17.6775824664341	ASV_1424	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	Unassigned	17.9333333333333
ASV_1426	16.1525428535693	3.01906270606831	ASV_1426	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Unassigned	7.26666666666667
ASV_1428	16.9195250907819	3.15487132866944	ASV_1428	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Unassigned	9.66666666666667
ASV_1429	16.0248415577846	2.78677004387179	ASV_1429	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Unassigned	3.75555555555556
ASV_143	8.30679326848033	-19.3092657691243	ASV_143	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flintibacter	Unassigned	76.4888888888889
ASV_1430	15.7019906896417	2.61013887383116	ASV_1430	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Unassigned	5.28888888888889
ASV_1431	15.8874245091338	2.69169148598694	ASV_1431	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Unassigned	3.97777777777778
ASV_1432	16.5720103072717	2.32566127995905	ASV_1432	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Unassigned	4.6
ASV_1439	-10.4152723045935	-19.9785231930246	ASV_1439	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Kineothrix	Unassigned	46.4888888888889
ASV_144	-9.76088260569263	-19.557248367086	ASV_144	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Unassigned	81
ASV_1440	-5.01477530975423	-21.4425290832192	ASV_1440	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	55.9333333333333
ASV_1446	-12.882152740966	-15.8726893558262	ASV_1446	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella	Unassigned	65.6666666666667
ASV_1448	-12.849956067307	-15.131660128681	ASV_1448	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	34.2444444444444
ASV_145	-0.968144975267499	6.65882863299763	ASV_145	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	Unassigned	70.6666666666667
ASV_1450	2.02842045322808	-19.4375956673472	ASV_1450	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster	Unassigned	122.244444444444
ASV_1454	-7.42851231155956	-12.5499779680786	ASV_1454	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Unassigned	9.77777777777778
ASV_1467	16.3986480009387	2.97612533434608	ASV_1467	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Unassigned	8.66666666666667
ASV_1469	16.3718567745169	2.77696705053708	ASV_1469	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Unassigned	6.57777777777778
ASV_147	15.5797250571143	1.91850794751494	ASV_147	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Unassigned	69.4444444444444
ASV_1470	-16.5478371654641	14.6379944105018	ASV_1470	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Duncaniella	Unassigned	17.1555555555556
ASV_1479	-25.2400735947323	0.0401577021890761	ASV_1479	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster	Unassigned	13.5777777777778
ASV_1488	-25.9632159131974	-3.53647613000169	ASV_1488	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster	Unassigned	5.93333333333333
ASV_149	-19.5519870847847	-16.2805881472791	ASV_149	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Unassigned	86.0888888888889
ASV_1491	-25.3507108199291	-2.15277034923179	ASV_1491	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Unassigned	14.8888888888889
ASV_1497	3.94082073466392	23.3720487538317	ASV_1497	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Enterocloster	Unassigned	80.3333333333333
ASV_1499	3.96029849657829	7.41403153730559	ASV_1499	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	Unassigned	9.51111111111111
ASV_15	-13.0708932780149	-16.4710856586233	ASV_15	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lacrimispora	Unassigned	852.288888888889
ASV_150	-5.09233167100392	23.0562178730838	ASV_150	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Allobaculum	Unassigned	84.1555555555556
ASV_1501	-10.8502653464668	-19.3539942778885	ASV_1501	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerocolumna	Unassigned	31.2888888888889
ASV_151	12.8581829532477	-13.7187877659499	ASV_151	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	Unassigned	74.8444444444444
ASV_1510	16.8386749588028	2.13666461212347	ASV_1510	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Unassigned	6.82222222222222
ASV_1514	16.4640725461558	3.49437098464899	ASV_1514	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Unassigned	3.93333333333333
ASV_1516	16.9068062640791	2.80798603512043	ASV_1516	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Unassigned	3.17777777777778
ASV_1518	17.2263308195032	2.58659940025176	ASV_1518	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Unassigned	10.3333333333333
ASV_1519	17.192316278396	3.07837250735403	ASV_1519	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Unassigned	9.31111111111111
ASV_152	-3.540774597917	2.51511975721268	ASV_152	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	Unassigned	73.7333333333333
ASV_1521	15.915831819161	2.92468486184969	ASV_1521	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Unassigned	3.24444444444444
ASV_1526	-4.60280238537172	12.0943911354381	ASV_1526	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	8.64444444444444
ASV_1528	-24.8206188436401	-7.8360273909181	ASV_1528	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Unassigned	10.4222222222222
ASV_154	-9.94503327122114	16.8773289599951	ASV_154	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	94.8444444444444
ASV_1540	-11.5433711536837	-1.31849824343245	ASV_1540	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	19.2
