Order	HD1	HD10	HD11	HD12	HD13	HD14	HD15	HD2	HD3	HD4	HD5	HD6	HD7	HD8	HD9	MD1	MD10	MD11	MD12	MD13	MD14	MD15	MD2	MD3	MD4	MD5	MD6	MD7	MD8	MD9	NC1	NC10	NC11	NC12	NC13	NC14	NC15	NC2	NC3	NC4	NC5	NC6	NC7	NC8	NC9
Bacteria|Acidobacteria|Acidobacteria_Gp15|Unassigned	0.00179169727482844	0	0	0	0	0	0.00184297825285662	0	0.00190817845284891	0	0.00177122816961281	0	0	0	0	0	0	0	0	0.00359485935112789	0.00182862158504919	0	0	0	0	0.00186431514383191	0	0	0.00179742967556394	0.00178316690442225	0.0637337023818195	0.039866447401206	0.0363545912021889	0.0219579139981702	0.029508765839264	0.0728931087976375	0.0495986185866231	0.00346482338062817	0.0123324113387713	0.0751019850820148	0.00174052285306506	0.0306356905795251	0.0276582136251275	0.33296724369367	0.0480060918075121
Bacteria|Actinobacteria|Actinobacteria|Bifidobacteriales	0.0609177073441671	0.0129220431596242	0.0330044469149528	0.0272808761058498	0.00719515046858417	0.0115185256287195	0.0165868042757095	0.0397240980824094	0.112582528718086	0.0335095688435475	0.0389670197314818	0.0145761970701844	0.00527361260041837	0.00354126458558351	0.0093179276928811	0.245547232255654	0.35729183669768	0.0398819494296881	0.130328909009843	0.0772894760492496	0.0640017554767216	0.0035421426420842	0.0194020636740453	0.0238186848421554	0.00702728342790886	0.0167788362944872	0.379430853719421	0.0353388108490149	0.0503280309157904	0.0374465049928673	0.291354068031175	0.0996661185030149	0.143504965271798	0.109789569990851	0.206561360874848	0.0149524325738744	0.159817771001341	1.44656376141226	0.445728581244164	0.0682745318927407	1.01472482333693	0.0272317249595779	0.409687289322201	0.882101703188466	0.0546276217119966
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales	0	0	0.100750416898277	0.124712576483885	0.0719515046858417	0	0	0	0	0	0	0	0	0	0.00186358553857622	0	0	0	0	0	0	0	0	0.00183220652631965	0	0	0	0	0	0	0	0	0.107150374069609	0.153705397987191	0.133657351154313	0.145786217595275	0.119404081782611	0	0	0	0	0	0	0	0
Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales	0.102126744665221	0.00923003082830297	0.00173707615341857	0	0.00359757523429209	0.00383950854290651	0	0.142645624932288	0.265236804945999	0.0651574949735647	0.0478231605795459	0.00728809853509219	0.0105472252008367	0.0106237937567505	0.00372717107715244	0.0284692443194961	0.010881984874041	0.00398819494296881	0	0.00359485935112789	0.00548586475514757	0.00885535660521049	0.00352764794073551	0.00366441305263929	0.00527046257093164	0.00559294543149574	0.00998502246630055	0.00883470271225373	0.00898714837781972	0.00178316690442225	0.34962488163741	0.255809704157738	0.0344411916652316	0.0969807868252516	0.112827634091304	0.0261667570042801	0.110219152414718	1.2178854182908	0.401684255034266	0.0477921723249185	0.835450969471229	0.21615181686665	0.252381199329288	1.08780921499922	0.160572100183747
Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales	0.16125275473456	0.108914363773975	0.01215953307393	0.0331267781285319	0.00539636285143813	0.0249568055288923	0.0276446737928492	0.182369723014698	0.0935007441895966	0.167547844217738	0.0637642141060611	0.105677428758837	0.0685569638054389	0.0177063229279176	0.0447260529258293	0.112097649508016	0.0652919092442461	0.0518465342585946	0.0325822272524608	0.0125820077289476	0.0640017554767216	0.00708428528416839	0.0917188464591234	0.126422250316056	0.198520756838425	0.160331102369545	0.0798801797304044	0.0547751568159731	0.0107845780533837	0.0106990014265335	0.451598805448321	0.116277138253517	0.0497483879608901	0.0457456541628545	0.0555459121680264	0.0261667570042801	0.0679684773224094	1.13472965715573	0.23255404238826	0.423302097734992	1.23403070282313	0.406773891583695	0.197064772079033	0.617122535432247	0.195335132182291
Bacteria|Actinobacteria|Unassigned|Unassigned	0.00537509182448534	0.00923003082830297	0.00694830461367426	0.13835301453681	0.00359757523429209	0.0307160683432521	0.00737191301142646	0.0126394857534939	0.124031599435179	0.00372328542706084	0.00708491267845124	0.00182202463377305	0	0.00177063229279176	0.00186358553857622	0.0409245387092756	0.0489689319331846	0.00398819494296881	0.00685941626367596	0.00359485935112789	0.00182862158504919	0	0.00352764794073551	0.00183220652631965	0	0.0242360968698149	0.131802296555167	0.144889124480961	0.0503280309157904	0.00356633380884451	0.00728385170077937	0.0348831414760552	0.0631421847195913	0.0384263494967978	0.00520742926575247	0.0859764872997776	0.113893124161875	0.0121268818321986	0.00880886524197953	0.0341372659463704	0.0104431371183904	0.0306356905795251	0.0155577451641342	0.0313791119711312	0.0480060918075121
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales	10.5978893806103	21.2493769729191	12.2463868816009	22.4424178650766	4.66245750364255	16.8708005375312	8.21968300774051	15.4436459499476	31.5021180780827	29.3097028818229	17.836267668001	33.5562276801982	16.239211067555	6.94796111691485	14.4576966082743	18.8466397395064	30.4060794022163	26.663077291218	10.9339095242995	55.4632874988766	12.154847675822	53.8370260170377	16.8127700855455	18.7636270360395	20.6953496951916	22.4183896045788	40.191712431353	31.7819595370616	9.22980138402085	10.7810271041369	29.719935902105	12.4449759970765	24.0629125767752	30.0219579139982	18.6807845860094	28.8600639216493	32.6763047192167	24.9207421651681	36.7717270661193	15.1791353030536	21.2744108330142	14.1826227555102	23.3625473214749	23.3931279744783	17.6579648727839
Bacteria|Bacteroidetes|Cytophagia|Cytophagales	0.0107501836489707	0	0.0138966092273485	0.0136404380529249	0.0107927257028763	0.00959877135726627	0.00552893475856985	0.0162507673973493	0.0133572491699424	0.0111698562811825	0.0141698253569025	0.00728809853509219	0.0070314834672245	0.0123944260495423	0.00559075661572866	0.014234622159748	0.00725465658269402	0.00199409747148441	0.00857427032959495	0.00898714837781972	0.00914310792524595	0.017710713210421	0.0176382397036776	0.0183220652631965	0.0140545668558177	0.0242360968698149	0.0139790314528208	0.014135524339606	0.00898714837781972	0.0106990014265335	0.0182096292519484	0.0116277138253517	0.0229607944434877	0.020128087831656	0.0138864780420066	0.0112143244304058	0.0183698587357863	0.0225213519740831	0.0176177304839591	0.0170686329731852	0.0226267970898458	0.0119138796698153	0.0051859150547114	0.00697313599358471	0.0115876773328478
Bacteria|Candidatus_Saccharibacteria|Unassigned|Unassigned	0.00358339454965689	0.00369201233132119	0.01215953307393	0.0370240461436533	0.00359757523429209	0.0307160683432521	0.00368595650571323	0.0018056408219277	0.0286226767927337	0.0372328542706084	0.00531368450883843	0.00728809853509219	0	0.00354126458558351	0.0186358553857622	0.00355865553993701	0.0272049621851026	0.00199409747148441	0.00171485406591899	0.00179742967556394	0.00182862158504919	0.0194817845314631	0.190492988799718	0.0219864783158358	0.0439205214244303	0.0149145211506553	0.00199700449326011	0.00530082162735224	0.00359485935112789	0	0.340520067011436	0.189365625155728	0.14924516388267	0.135407136322049	0.229126887693109	0.0953217576584491	0.352701287727097	0.576893092874591	0.357639928824369	0.186048099407718	0.898109792181571	0.241681559016254	0.212622517243168	0.106340323902167	0.162227482659869
Bacteria|Deferribacteres|Deferribacteres|Deferribacterales	20.647519395123	0.286130955677392	0.229294052251251	0.830118087220858	2.84208443509075	1.89095795738146	1.80243273129377	0.82517785562096	0.0896843872838988	0.169409486931268	8.42396117467852	1.81655855987173	1.02483871534797	0.683464065017618	3.85203130823705	0.0943043718083308	0.0761738941182872	0.0937225811597671	0.0788832870322735	0.030556304484587	0.0603445123066233	0.0017710713210421	0.065261486903607	0.126422250316056	0.110679713989564	0.177109938664032	0.0559161258112831	0.130753600141355	2.25217938348162	0.511768901569187	0.145677034015587	0.194348931080879	0.0478349884239328	0.0274473924977127	0.0451310536365214	0.0542025680802946	0.0238808163565222	0.107409524799473	0.227268723243072	0.945602266714459	0.0591777770042121	0.0782912092587865	0.364742692181369	0.0174328399839618	0.225132016752471
