Class	HD1	HD10	HD11	HD12	HD13	HD14	HD15	HD2	HD3	HD4	HD5	HD6	HD7	HD8	HD9	MD1	MD10	MD11	MD12	MD13	MD14	MD15	MD2	MD3	MD4	MD5	MD6	MD7	MD8	MD9	NC1	NC10	NC11	NC12	NC13	NC14	NC15	NC2	NC3	NC4	NC5	NC6	NC7	NC8	NC9
Bacteria|Acidobacteria|Acidobacteria_Gp15	0.00179169727482844	0	0	0	0	0	0.00184297825285662	0	0.00190817845284891	0	0.00177122816961281	0	0	0	0	0	0	0	0	0.00359485935112789	0.00182862158504919	0	0	0	0	0.00186431514383191	0	0	0.00179742967556394	0.00178316690442225	0.0637337023818195	0.039866447401206	0.0363545912021889	0.0219579139981702	0.029508765839264	0.0728931087976375	0.0495986185866231	0.00346482338062817	0.0123324113387713	0.0751019850820148	0.00174052285306506	0.0306356905795251	0.0276582136251275	0.33296724369367	0.0480060918075121
Bacteria|Actinobacteria|Actinobacteria	0.0609177073441671	0.0129220431596242	0.13375486381323	0.151993452589735	0.0791466551544259	0.0115185256287195	0.0165868042757095	0.0397240980824094	0.112582528718086	0.0335095688435475	0.0389670197314818	0.0145761970701844	0.00527361260041837	0.00354126458558351	0.0111815132314573	0.245547232255654	0.35729183669768	0.0398819494296881	0.130328909009843	0.0772894760492496	0.0640017554767216	0.0035421426420842	0.0194020636740453	0.0256508913684751	0.00702728342790886	0.0167788362944872	0.379430853719421	0.0353388108490149	0.0503280309157904	0.0374465049928673	0.291354068031175	0.0996661185030149	0.250655339341408	0.263494967978042	0.340218712029162	0.160738650169149	0.279221852783952	1.44656376141226	0.445728581244164	0.0682745318927407	1.01472482333693	0.0272317249595779	0.409687289322201	0.882101703188466	0.0546276217119966
Bacteria|Actinobacteria|Coriobacteriia	0.263379499399781	0.118144394602278	0.0138966092273485	0.0331267781285319	0.00899393808573022	0.0287963140717988	0.0276446737928492	0.325015347946986	0.358737549135595	0.232705339191302	0.111587374685607	0.112965527293929	0.0791041890062756	0.0283301166846681	0.0484532240029817	0.140566893827512	0.0761738941182872	0.0558347292015634	0.0325822272524608	0.0161768670800755	0.0694876202318692	0.0159396418893789	0.0952464943998589	0.130086663368695	0.203791219409357	0.16592404780104	0.0898652021967049	0.0636098595282269	0.0197717264312034	0.0124821683309558	0.801223687085731	0.372086842411256	0.0841895796261217	0.142726440988106	0.16837354625933	0.0523335140085603	0.178187629737127	2.35261507544653	0.634238297422526	0.471094270059911	2.06948167229436	0.622925708450345	0.449445971408322	1.70493175043146	0.355907232366038
Bacteria|Actinobacteria|Unassigned	0.00537509182448534	0.00923003082830297	0.00694830461367426	0.13835301453681	0.00359757523429209	0.0307160683432521	0.00737191301142646	0.0126394857534939	0.124031599435179	0.00372328542706084	0.00708491267845124	0.00182202463377305	0	0.00177063229279176	0.00186358553857622	0.0409245387092756	0.0489689319331846	0.00398819494296881	0.00685941626367596	0.00359485935112789	0.00182862158504919	0	0.00352764794073551	0.00183220652631965	0	0.0242360968698149	0.131802296555167	0.144889124480961	0.0503280309157904	0.00356633380884451	0.00728385170077937	0.0348831414760552	0.0631421847195913	0.0384263494967978	0.00520742926575247	0.0859764872997776	0.113893124161875	0.0121268818321986	0.00880886524197953	0.0341372659463704	0.0104431371183904	0.0306356905795251	0.0155577451641342	0.0313791119711312	0.0480060918075121
Bacteria|Bacteroidetes|Bacteroidia	10.5978893806103	21.2493769729191	12.2463868816009	22.4424178650766	4.66245750364255	16.8708005375312	8.21968300774051	15.4436459499476	31.5021180780827	29.3097028818229	17.836267668001	33.5562276801982	16.239211067555	6.94796111691485	14.4576966082743	18.8466397395064	30.4060794022163	26.663077291218	10.9339095242995	55.4632874988766	12.154847675822	53.8370260170377	16.8127700855455	18.7636270360395	20.6953496951916	22.4183896045788	40.191712431353	31.7819595370616	9.22980138402085	10.7810271041369	29.719935902105	12.4449759970765	24.0629125767752	30.0219579139982	18.6807845860094	28.8600639216493	32.6763047192167	24.9207421651681	36.7717270661193	15.1791353030536	21.2744108330142	14.1826227555102	23.3625473214749	23.3931279744783	17.6579648727839
Bacteria|Bacteroidetes|Cytophagia	0.0107501836489707	0	0.0138966092273485	0.0136404380529249	0.0107927257028763	0.00959877135726627	0.00552893475856985	0.0162507673973493	0.0133572491699424	0.0111698562811825	0.0141698253569025	0.00728809853509219	0.0070314834672245	0.0123944260495423	0.00559075661572866	0.014234622159748	0.00725465658269402	0.00199409747148441	0.00857427032959495	0.00898714837781972	0.00914310792524595	0.017710713210421	0.0176382397036776	0.0183220652631965	0.0140545668558177	0.0242360968698149	0.0139790314528208	0.014135524339606	0.00898714837781972	0.0106990014265335	0.0182096292519484	0.0116277138253517	0.0229607944434877	0.020128087831656	0.0138864780420066	0.0112143244304058	0.0183698587357863	0.0225213519740831	0.0176177304839591	0.0170686329731852	0.0226267970898458	0.0119138796698153	0.0051859150547114	0.00697313599358471	0.0115876773328478
Bacteria|Candidatus_Saccharibacteria|Unassigned	0.00358339454965689	0.00369201233132119	0.01215953307393	0.0370240461436533	0.00359757523429209	0.0307160683432521	0.00368595650571323	0.0018056408219277	0.0286226767927337	0.0372328542706084	0.00531368450883843	0.00728809853509219	0	0.00354126458558351	0.0186358553857622	0.00355865553993701	0.0272049621851026	0.00199409747148441	0.00171485406591899	0.00179742967556394	0.00182862158504919	0.0194817845314631	0.190492988799718	0.0219864783158358	0.0439205214244303	0.0149145211506553	0.00199700449326011	0.00530082162735224	0.00359485935112789	0	0.340520067011436	0.189365625155728	0.14924516388267	0.135407136322049	0.229126887693109	0.0953217576584491	0.352701287727097	0.576893092874591	0.357639928824369	0.186048099407718	0.898109792181571	0.241681559016254	0.212622517243168	0.106340323902167	0.162227482659869
Bacteria|Deferribacteres|Deferribacteres	20.647519395123	0.286130955677392	0.229294052251251	0.830118087220858	2.84208443509075	1.89095795738146	1.80243273129377	0.82517785562096	0.0896843872838988	0.169409486931268	8.42396117467852	1.81655855987173	1.02483871534797	0.683464065017618	3.85203130823705	0.0943043718083308	0.0761738941182872	0.0937225811597671	0.0788832870322735	0.030556304484587	0.0603445123066233	0.0017710713210421	0.065261486903607	0.126422250316056	0.110679713989564	0.177109938664032	0.0559161258112831	0.130753600141355	2.25217938348162	0.511768901569187	0.145677034015587	0.194348931080879	0.0478349884239328	0.0274473924977127	0.0451310536365214	0.0542025680802946	0.0238808163565222	0.107409524799473	0.227268723243072	0.945602266714459	0.0591777770042121	0.0782912092587865	0.364742692181369	0.0174328399839618	0.225132016752471
Bacteria|Firmicutes|Bacilli	0.58767670614373	0.241826807701538	1.01618954974986	0.872988035387194	0.284208443509075	0.564407755807257	0.195355694802801	0.321404066303131	0.141205205510819	0.504505175366744	0.207233695844699	0.539319291596822	0.785768277462338	0.0779078208828373	0.844204248975028	0.51244639775093	0.442534051544335	5.01116694584031	1.49706759954728	2.19106677451245	4.5203525582416	0.648212103501408	0.0776082546961813	0.20887154400044	0.147572951986086	0.274054326143291	0.73689465801298	1.97720646700239	0.253437584254516	0.0606276747503566	4.13722776604268	0.898656168502184	1.89809234066165	1.08142726440988	2.18538448186079	0.480346896435714	1.08565865128497	8.44030975521023	1.58911928965311	1.32964650861113	3.89703066801267	0.551442430431453	2.84706736503656	8.36079005630807	1.18194308795047
Bacteria|Firmicutes|Clostridia	57.1372260942791	68.4332945672039	81.6686353529739	70.6165477999922	87.6801036101668	76.4138990209253	85.6819019535569	71.1133581308006	42.3653780101515	61.3020329138432	60.1934181161217	55.772174039793	75.9312320916905	86.5555890008322	74.9664554603056	58.0505684952225	61.6047300360919	63.4741166148201	81.3338134924718	13.2182978340972	78.1717441392678	7.63685953633353	78.0439192168622	74.6404294692098	71.3585495687005	69.9155465239844	52.2975536694958	60.4770739464617	83.8752583805159	84.2082738944365	53.7093014786219	70.6018172455607	62.1204293668561	61.1235132662397	69.2536018052421	64.448722501542	54.9497584363576	51.2845832683679	49.0618558517292	72.5963097615512	61.2159292651513	59.4979150710578	51.8781655689813	41.2495859700504	63.040275455644
