var	estimate	estimate1	estimate2	statistic	p.value	parameter	conf.low	conf.high	method	alternative
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Muribaculaceae|Muribaculum	5.44260873477798	6.32850203383402	0.88589329905604	3.67585027796917	0.020844896225765	4.04766443508074	1.35071617693356	9.53450129262241	Welch Two Sample t-test	two.sided
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Muribaculaceae|Paramuribaculum	3.49646771227881	5.1544957220503	1.65802800977149	2.9681979311423	0.0362966545413553	4.42798606242942	0.346857031132636	6.64607839342498	Welch Two Sample t-test	two.sided
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas	-1.51250270933801	0.182397896249893	1.6949006055879	-3.30190032895692	0.0260883774087722	4.38147094134761	-2.7418084318541	-0.283196986821915	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus	0.0940124768228871	0.104824341009646	0.0108118641867584	3.88543708919152	0.0168953187410933	4.10662298265594	0.0275156211508821	0.160509332494892	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae_2|Alkaliphilus	0.0465925674191564	0.09367793438152	0.0470853669623636	4.39520978906654	0.00230455838519512	7.99552588325695	0.0221447880588676	0.0710403467794451	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae|Eubacterium	1.15906736032389	1.22732442210491	0.0682570617810174	2.78143056105428	0.0495905879469097	4.01113096728836	0.00334264541705506	2.31479207523073	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Acetatifactor	-1.8610491766113	0.933158152963886	2.79420732957518	-3.83793031665057	0.00871354505667164	5.95156822515236	-3.04992464489791	-0.672173708324687	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Eisenbergiella	-4.13457229894061	2.00349641578173	6.13806871472233	-5.31147251432414	0.00095745729503639	7.32646041160986	-5.95875324064133	-2.31039135723989	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lacrimispora	-7.79982466111586	5.35767350869596	13.1574981698118	-2.52459646578457	0.044383818815433	6.0981882643811	-15.3302321390189	-0.269417183212791	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Unassigned	-6.3540103128273	8.63211456623034	14.9861248790576	-2.72689830655842	0.0282902413743171	7.30406451677851	-11.8177184520955	-0.890302173559138	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Romboutsia	0.249235479341583	0.328570771783971	0.0793352924423876	6.99670869279177	0.000212374077186529	6.99857567407618	0.164999790822396	0.333471167860771	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Flintibacter	-1.35251529979537	2.53727591136719	3.88979121116256	-5.33006197611185	0.00312806639273339	4.99273976771204	-2.0050916640806	-0.699938935510128	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Oscillibacter	-0.582008592127167	0.504771371143511	1.08677996327068	-3.08913066116044	0.0266976526846284	5.0690393760471	-1.06434254978507	-0.0996746344692606	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Faecalibaculum	4.24857633523467	4.63115642362613	0.382580088391459	4.53812133610465	0.0101147845135709	4.06671204682487	1.66600661471539	6.83114605575395	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Turicibacter	0.616778617186162	0.646719533322598	0.0299409161364355	4.31986301098169	0.0122370054030431	4.03153435478606	0.221584998641331	1.01197223573099	Welch Two Sample t-test	two.sided
Bacteria|Unassigned|Unassigned|Unassigned|Unassigned|Unassigned	0.0295170427363957	0.0537994747136948	0.0242824319772991	3.57610870231175	0.00785583575761878	7.60711326528151	0.0103109106466086	0.0487231748261829	Welch Two Sample t-test	two.sided
