var	estimate	estimate1	estimate2	statistic	p.value	parameter	conf.low	conf.high	method	alternative
Bacteria|Actinobacteria|Actinobacteria|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium	-0.0707024399369608	0.0284611847481466	0.0991636246851074	-2.13273368705653	0.0493887386208824	15.4316344672414	-0.141190558560419	-0.000214321313502564	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Blautia	0.409209492325074	0.8557108438052	0.446501351480126	2.26155395652041	0.0348725690765564	20.2555771006976	0.0320767208406466	0.786342263809501	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Hungatella	0.797752617126026	1.54494846185662	0.747195844730596	2.08246395564929	0.0466092702007724	27.8370421373624	0.0128395181512256	1.58266571610083	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Kineothrix	5.79014898812766	12.442694387151	6.65254539902331	2.93975862043979	0.0070319625024401	24.6783736073675	1.73099923768437	9.84929873857095	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiracea_incertae_sedis	-1.72229052253656	1.78828949415392	3.51058001669049	-2.58449416501377	0.0204266332862201	15.3757730723835	-3.13965753521394	-0.304923509859184	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Anaerotruncus	0.0886051395871689	0.185965614705006	0.0973604751178368	2.65044613646199	0.0131961978508464	27.3941314011805	0.0200580315162531	0.157152247658085	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Butyricicoccus	0.0901785682258855	0.236989827435403	0.146811259209517	2.06193554660614	0.048711805231396	27.6906474822786	0.000546552416916737	0.179810584034854	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Phocea	0.212408771080609	0.517163797095399	0.304755026014789	2.20010420664741	0.0391565017523104	20.9557598410826	0.0116069140795595	0.413210628081659	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Faecalibaculum	1.66508993007545	2.21268289887939	0.547592968803938	2.73138349047573	0.0146023557338935	16.3084578511804	0.374749441578569	2.95543041857234	Welch Two Sample t-test	two.sided
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio	0.56445293547228	1.86601322753865	1.30156029206637	2.21945072041553	0.0347336226985963	27.9885071506191	0.0434903371313365	1.08541553381322	Welch Two Sample t-test	two.sided
