Family	HD1	HD10	HD11	HD12	HD13	HD14	HD15	HD2	HD3	HD4	HD5	HD6	HD7	HD8	HD9	MD1	MD10	MD11	MD12	MD13	MD14	MD15	MD2	MD3	MD4	MD5	MD6	MD7	MD8	MD9	NC1	NC10	NC11	NC12	NC13	NC14	NC15	NC2	NC3	NC4	NC5	NC6	NC7	NC8	NC9
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae_2	0.0895848637414222	0.0664562219637814	0.052112284602557	0.0740480922873066	0.0377745399600669	0.0364753311576118	0.0350165868042757	0.0776425553428912	0.0820516734725032	0.0986670638171122	0.120443515533671	0.0783470592522411	0.0457046425369592	0.065513394833295	0.0633619083115915	0.0996423551182363	0.0616645809528991	0.0418760469011725	0.0394416435161368	0.0233665857823313	0.0146289726803935	0.122203921151905	0.0599700149925037	0.0989391524212609	0.0808137594209518	0.0540651391711255	0.0798801797304044	0.114851135259299	0.0359485935112789	0.0392296718972896	0.376939325515332	0.214282154781482	11.0594493236133	1.46569075937786	5.21784412428398	4.35863409528438	0.249830078806694	0.252932106785857	0.239601134581843	0.0682745318927407	0.271521565078149	4.4711088418007	1.26536327334958	9.26729773547409	3.75109669089043
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales_Incertae_Sedis_XI	0.0394173400462258	0.0147680493252847	0.0208449138410228	0.0350754121360926	0.0143903009371683	0.0115185256287195	0.00921489126428308	0.0288902531508432	0.0400717475098271	0.0204780698488346	0.0141698253569025	0.0327964434079149	0.0123050960676429	0.014165058342334	0.0093179276928811	0.0355865553993701	0.0163229773110615	0.00997048735742203	0.00857427032959495	0.030556304484587	0.0201148374355411	0.0301082124577157	0.0194020636740453	0.0183220652631965	0.0193250294267494	0.00745726057532765	0.0239640539191213	0.0282710486792119	0.0269614451334592	0.0196148359486448	0.0437031102046762	0.0315609375259547	0.0440081893500182	0.0311070448307411	0.0260371463287624	0.0242977029325458	0.0257178022301009	0.0294509987353395	0.036997234016314	0.052912762216874	0.0330699342082362	0.0204237937196834	0.00864319175785234	0.0139462719871694	0.0132430598089689
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales_Incertae_Sedis_XIII	0.18454481930733	0.234442783038895	0.0694830461367426	0.0837912623251101	0.0953357437087403	0.0998272221155692	0.0571323258385551	0.303347658083854	0.0782353165668053	0.158239630650086	0.232030890219278	0.118431601195248	0.272469984354949	0.116861731324256	0.188222139396198	0.140566893827512	0.250285652102944	0.143575017946877	0.0720238707685976	0.0521254605913544	0.230406319716198	0.0301082124577157	0.18872916482935	0.247347881053152	0.207304861123311	0.572344749156397	0.309535696455317	0.300379892216627	0.0916689134537611	0.108773181169757	0.302279845582344	0.225909868606834	0.0574019861087194	0.0585544373284538	0.0798472487415379	0.0467263517933574	0.0973602512996675	0.424440864126951	0.299501418227304	0.447198183897452	0.541302607303234	0.377840183814143	0.343999031962523	0.430591147603856	0.254928901322651
Bacteria|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae	0.739970974504148	0.119990400767939	0.0434269038354641	0.0993803343855957	0.0197866637886065	0.0902284507583029	0.0884629561371176	0.716839406305298	1.98068923405717	2.43875195472485	0.260370540933083	0.34071860651556	0.495719584439327	0.0903022469323796	0.115542303391726	0.0533798330990552	1.68852131962203	0.223338916806253	0.125184346812086	0.138402085018424	1.00391325019201	0.0885535660521049	2.66161037128495	2.99565767053262	0.989090142478172	1.4485728667574	0.091862206689965	1.9047619047619	0.0988586321560169	0.098074179743224	1.95025129288368	0.172754605405226	0.168379159252243	0.0567246111619396	0.0451310536365214	0.0149524325738744	0.0257178022301008	1.23174471181332	1.40589489261993	0.662262959359585	0.487346398858217	0.187218109097098	0.210893878891597	0.472429963565364	0.278104255988346
Bacteria|Firmicutes|Clostridia|Clostridiales|Heliobacteriaceae	0.120043717413506	0.0572261911354784	0.0694830461367426	0.0623562882419424	0.043170902811505	0.0710309080437704	0.0405455215628456	0.0650030695893973	0.0954089226424455	0.0837739221088689	0.0566793014276099	0.0783470592522411	0.0404310299365409	0.0442658073197939	0.0484532240029817	0.117435632817921	0.0417142753504906	0.0558347292015634	0.0480159138457317	0.0683023276714299	0.0274293237757379	0.0867824947310628	0.0370403033777229	0.0971069458949413	0.0702728342790886	0.0577937694587893	0.0898652021967049	0.0812792649527343	0.0557203199424822	0.0534950071326676	0.140214145240003	0.0664440790020099	0.0727091824043778	0.104300091491308	0.0815830584967887	0.0691550006541689	0.090012307805353	0.109141936489787	0.179700850936382	0.0921706180552	0.107912416890034	0.0527614671091822	0.0605023423049664	0.0993671879085822	0.0811137413299343
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae	47.8024832924229	51.152830850455	71.0359922178988	58.6792158696754	76.0995089309805	65.7247072374736	74.3162550681902	58.1524683110036	33.9961073159562	50.336957331149	49.0187395940345	45.5342176226223	65.2908397349131	74.789737415231	62.7599701826314	51.3460614579812	48.7385965866841	51.7926936268645	72.6000617347464	4.63916599263054	64.3290787404455	4.13899367727538	64.1396948584531	58.50052217886	54.510637550289	55.3850742929585	42.3285072391413	46.7938863857231	76.4932147029747	73.8088445078459	39.1288513365868	63.1185528479593	42.5444387042458	50.2817932296432	57.5455650060753	52.9876829336673	42.7172695041975	32.4861840167697	36.5708849386022	60.8923481318381	45.6104013645699	46.4130712279806	42.5608048540165	23.1560413506964	49.3866807925971
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptococcaceae_1	0.0286671563972551	0.12368241309926	0.13375486381323	0.337113683308001	0.0107927257028763	0.23612977538875	0.204570586067084	0.0198620490412047	0.00763271381139564	0.230843696477772	0.242658259236955	0.0109321478026383	0.0738305764058572	0.00354126458558351	0.191949310473351	0.010675966619811	0.0997515280120427	0.0618170216160166	0.222931028569469	0.0107845780533837	0.173719050579673	0.0053132139631263	0.137578269688685	0.197878304842522	0.326768679397762	0.149145211506553	0.00599101347978033	0.153723827193215	0.215691561067673	0.176533523537803	0.0946900721101318	0.0514941612265577	0.0937565773109083	0.0768526989935956	0.0104148585315049	0.050464459936826	0.156143799254184	0.0381130571869099	0.00880886524197953	0	0.0348104570613012	0.013615862479789	0.0414873204376912	0.00174328399839618	0.0430399443791488
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae	0.757887947252432	3.85815288623064	0.316147859922179	0.346856853345805	0.183476336948896	0.24764830101747	0.298562476962772	0.467660972879275	0.637331603251536	0.547322957777943	0.667753019944029	3.29968661176299	2.6684479758117	0.832197177612125	0.708162504658964	1.09250725076066	2.3613907176669	0.717875089734386	0.451006619336694	7.24364159252269	0.674761364883151	2.45293377964331	0.985977599435576	2.57608237600542	3.38715061225207	2.12531926396838	1.85122316525212	2.27405247813411	0.639884964500764	0.634807417974322	1.10714545851846	0.362120230560954	0.311884124524042	0.408051235132662	0.308974136434647	0.224286488608115	0.409647849808035	1.12953242208478	1.04649319074717	1.00022189222865	1.2253280885578	0.328482682324909	0.499576483603865	1.08606593100082	0.576073101690146
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae	7.0610789600989	12.1024164220708	9.61297943301834	10.481702326669	10.8125123666649	9.37224035323479	10.2967194987099	10.6659203351269	4.96889669121856	6.95137389232259	9.23518367636119	5.96348662633919	6.67111993952924	10.1722825220886	10.3950801341782	4.67429405170726	7.53396086112774	9.9365877004068	6.30208869225229	0.44216770018873	9.58929159199795	0.469333900076156	9.30946291560102	9.19767676212463	11.2278420969414	9.34767613117321	7.22116824762856	8.34702712253733	5.88478475779635	8.63587731811698	8.80071381746668	4.69925748741715	5.42831448634789	6.40805123513266	4.51136955389689	4.95299329009588	9.6974484266216	13.3638237790829	7.04180687443843	7.53580145766126	10.0184495422425	5.95864181771764	4.66040899583398	3.9223889963914	5.6779618930954
Bacteria|Firmicutes|Clostridia|Clostridiales|Unassigned	0.168419543833874	0.502113677059681	0.213660366870484	0.313730075217273	0.312989045383412	0.451142253791515	0.294876520457059	0.386407135892528	0.274777697210243	0.271799836175441	0.233802118388891	0.227753079221631	0.265438500887725	0.350585193972768	0.370853522176668	0.176153449226882	0.587627183198215	0.446677833612507	1.39417635559214	0.0485306012402265	1.82496434187909	0.0850114234100207	0.416262457006791	0.514850033895821	0.442718855958258	0.557430228005742	0.191712431352971	0.33218482198074	0.262424732632336	0.429743223965763	0.979678053754826	1.25745419511304	1.33172607772229	0.611161939615737	0.680437424058323	1.3027306879988	0.751327222293661	1.35647835351593	0.930216169553038	1.16237390547391	1.68134507606085	1.21861969194111	1.44341302356134	1.93678852221815	2.13213262924399
Bacteria|Firmicutes|Clostridia|Clostridiales|Vallitaleaceae	0.0609177073441671	0.0239980801535877	0.0243190661478599	0.0370240461436533	0.0233842390228986	0.00767901708581302	0	0.164313314795421	0.129756134793726	0.0968054211035818	0.0690778986148996	0.0218642956052766	0.0123050960676429	0.0283301166846681	0.0484532240029817	0.208181349086315	0.0217639697480821	0.0119645848289064	0.0154336865932709	0.0107845780533837	0.230406319716198	0.054903210952305	0.051150895140665	0.113596804631818	0.0579750882802481	0.13609500549973	0.0399400898652022	0.0265041081367612	0.0179742967556394	0.0499286733238231	0.549930803408843	0.289031743658743	0.696477431452462	1.46386093321135	0.61100503384829	0.299048651477487	0.325146499623418	0.661781265699981	1.10463170134423	0.570092341304385	1.03909214327984	0.318270785465067	0.546249719096268	0.634555375416209	0.711814464732076
