"","igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
"ASV_9",2,1,0,2
"ASV_417",2,1,0,2
"ASV_80",5,0.642857142857143,0,5
"ASV_1446",2,0.529411764705882,8,2
"ASV_343",6,0.692307692307692,3,6
"ASV_17",7,0.75,4.2,7
"ASV_691",6,0.692307692307692,0.2,6
"ASV_746",6,0.692307692307692,0.2,6
"ASV_1478",6,0.692307692307692,0.2,6
"ASV_1253",1,1,0,1
"ASV_51",14,0.617647058823529,3.99924242424242,14
"ASV_1439",14,0.617647058823529,3.99924242424242,14
"ASV_1501",13,0.6,2.51313131313131,13
"ASV_329",10,0.466666666666667,0.111111111111111,10
"ASV_398",11,0.488372093023256,0,11
"ASV_957",9,0.456521739130435,0,9
"ASV_763",14,0.617647058823529,3.99924242424242,14
"ASV_485",11,0.488372093023256,0,11
"ASV_1018",13,0.6,9.88181818181818,13
"ASV_941",12,0.67741935483871,85.4090909090909,12
"ASV_990",14,0.617647058823529,3.99924242424242,14
"ASV_515",14,0.617647058823529,3.99924242424242,14
"ASV_876",14,0.617647058823529,3.99924242424242,14
"ASV_1258",14,0.617647058823529,3.99924242424242,14
"ASV_29",2,1,0,2
"ASV_21",2,1,0,2
"ASV_268",2,1,0,2
"ASV_581",2,1,0,2
"ASV_236",1,1,0,1
"ASV_303",1,1,0,1
"ASV_1211",2,1,1,2
"ASV_742",5,0.381818181818182,6,5
"ASV_956",6,0.525,80,6
"ASV_1419",5,0.381818181818182,6,5
"ASV_1636",5,0.381818181818182,6,5
"ASV_413",3,1,0.5,3
"ASV_345",3,1,0.5,3
"ASV_84",1,1,0,1
"ASV_1238",1,1,0,1
"ASV_437",1,1,0,1
"ASV_492",1,1,0,1
"ASV_577",1,1,0,1
"ASV_7",1,1,0,1
"ASV_789",1,1,0,1
"ASV_619",1,0.666666666666667,0,1
"ASV_588",1,0.666666666666667,0,1
"ASV_573",1,1,0,1
"ASV_782",1,1,0,1
"ASV_307",1,1,0,1
"ASV_373",1,1,0,1
"ASV_944",1,0.444444444444444,0,1
"ASV_298",3,0.8,4,3
"ASV_1499",1,1,0,1
"ASV_830",1,1,0,1
"ASV_1424",2,0.571428571428571,0,2
"ASV_378",1,1,0,1
"ASV_279",1,1,0,1
"ASV_416",1,1,0,1
"ASV_199",1,1,0,1
"ASV_193",2,0.75,0,2
"ASV_658",1,0.6,0,1
"ASV_550",2,0.75,0,2
"ASV_514",3,1,2,3
"ASV_479",1,0.36,0,1
"ASV_177",2,0.473684210526316,0,2
"ASV_164",1,0.5,0,1
"ASV_1047",6,0.875,0.4,6
"ASV_1257",6,0.875,0.4,6
"ASV_500",6,0.875,0.4,6
"ASV_1275",6,0.875,0.4,6
"ASV_1315",6,0.875,0.4,6
"ASV_1528",1,1,0,1
"ASV_996",1,1,0,1
"ASV_1086",1,1,0,1
"ASV_1637",2,1,0,2
"ASV_1052",2,1,0,2
"ASV_921",2,1,1,2
"ASV_868",1,1,0,1
"ASV_235",1,1,0,1
"ASV_1197",2,1,1,2
"ASV_991",1,1,0,1
"ASV_950",1,1,0,1
"ASV_541",1,1,0,1
"ASV_464",1,1,0,1
"ASV_749",2,0.625,4,2
"ASV_1548",1,1,0,1
"ASV_1475",1,1,0,1
"ASV_792",1,1,0,1
"ASV_328",1,1,0,1
"ASV_1479",1,1,0,1
"ASV_677",5,0.7,0,5
"ASV_799",1,0.666666666666667,0,1
"ASV_469",1,1,0,1
"ASV_978",1,1,0,1
"ASV_486",1,1,0,1
"ASV_454",1,1,0,1
"ASV_1537",1,1,0,1
"ASV_769",1,1,0,1
"ASV_634",3,0.5,4.09090909090909,3
"ASV_706",1,1,0,1
"ASV_455",2,0.75,0,2
"ASV_827",2,0.75,0,2
"ASV_693",1,1,0,1
"ASV_1105",2,1,0,2
"ASV_752",2,1,0,2
"ASV_471",1,1,0,1
"ASV_896",1,1,0,1
"ASV_1069",1,1,0,1
"ASV_856",1,1,0,1
"ASV_1144",1,1,0,1
"ASV_880",1,1,0,1
"ASV_1125",3,1,0,3
"ASV_1371",3,1,0,3
"ASV_1564",3,1,0,3
"ASV_1174",1,1,0,1
"ASV_1017",1,1,0,1
"ASV_1457",1,1,0,1
"ASV_1095",1,1,0,1
"ASV_1162",1,1,0,1
"ASV_1234",2,1,0,2
"ASV_1038",2,1,0,2
"ASV_874",1,1,0,1
"ASV_1573",1,1,0,1
"ASV_1358",2,1,0,2
"ASV_1164",2,1,0,2
"ASV_828",3,0.625,0,3
"ASV_943",3,0.625,0,3
"ASV_1112",3,0.625,0,3
"ASV_579",1,1,0,1
"ASV_1122",1,1,0,1
"ASV_1408",1,1,0,1
"ASV_1188",1,1,0,1
"ASV_605",1,1,0,1
"ASV_1159",1,1,0,1
"ASV_1304",1,1,0,1
"ASV_1282",1,1,0,1
"ASV_1107",1,1,0,1
"ASV_1445",1,1,0,1
"ASV_1340",1,1,0,1
"ASV_1493",1,1,0,1
"ASV_1222",1,1,0,1
"ASV_1",2,1,0,2
"ASV_3",7,0.818181818181818,14.2,7
"ASV_2",1,1,0,1
"ASV_8",14,0.617647058823529,3.99924242424242,14
"ASV_15",2,1,0,2
"ASV_23",2,1,0,2
"ASV_201",1,1,0,1
"ASV_124",1,1,0,1
"ASV_32",1,0.666666666666667,0,1
"ASV_22",4,0.375,0,4
"ASV_52",2,0.75,0,2
"ASV_54",1,1,0,1
"ASV_1450",1,1,0,1
"ASV_1412",1,1,0,1
"ASV_72",1,1,0,1
"ASV_173",1,1,0,1
"ASV_154",1,1,0,1
"ASV_226",1,1,0,1
"ASV_91",2,1,1,2
"ASV_87",1,1,0,1
"ASV_118",1,1,0,1
"ASV_62",2,0.75,0,2
"ASV_104",1,1,0,1
"ASV_206",1,1,0,1
"ASV_1046",2,0.666666666666667,3,2
"ASV_229",1,1,0,1
"ASV_158",1,1,0,1
"ASV_121",2,0.571428571428571,0,2
"ASV_208",1,1,0,1
"ASV_800",1,1,0,1
"ASV_459",1,1,0,1
"ASV_247",1,1,0,1
"ASV_223",3,1,2,3
"ASV_120",1,0.6,0,1
"ASV_25",6,0.875,6,6
"ASV_122",1,1,0,1
"ASV_94",1,1,0,1
"ASV_266",1,1,0,1
"ASV_157",2,1,0,2
"ASV_1553",1,0.666666666666667,0,1
"ASV_350",1,1,0,1
"ASV_105",1,1,0,1
"ASV_1240",1,0.666666666666667,0,1
"ASV_408",1,1,0,1
"ASV_1022",1,0.666666666666667,0,1
"ASV_170",1,1,0,1
"ASV_282",1,1,0,1
"ASV_1364",1,1,0,1
"ASV_237",1,0.416666666666667,0,1
"ASV_126",1,1,0,1
"ASV_521",1,1,0,1
"ASV_697",1,1,0,1
