"","igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
"ASV_586",1,1,0,1
"ASV_870",2,1,1,2
"ASV_561",2,1,1,2
"ASV_33",2,1,1,2
"ASV_57",1,1,0,1
"ASV_109",2,0.372093023255814,15,2
"ASV_75",1,1,0,1
"ASV_172",1,1,0,1
"ASV_808",1,0.666666666666667,0,1
"ASV_9",5,0.727272727272727,0,5
"ASV_324",5,0.727272727272727,0,5
"ASV_320",8,1,4.58333333333333,8
"ASV_432",5,0.727272727272727,0.666666666666667,5
"ASV_484",7,0.888888888888889,1.41666666666667,7
"ASV_1418",6,0.8,0.5,6
"ASV_588",6,0.8,1.41666666666667,6
"ASV_256",2,1,0,2
"ASV_200",2,1,0,2
"ASV_237",1,1,0,1
"ASV_1370",2,0.75,2,2
"ASV_1039",1,0.5,0,1
"ASV_1368",1,1,0,1
"ASV_1497",8,0.551724137931034,30,8
"ASV_337",2,0.372093023255814,0,2
"ASV_1501",1,0.666666666666667,0,1
"ASV_566",1,0.666666666666667,0,1
"ASV_83",2,0.75,0,2
"ASV_554",2,0.75,0,2
"ASV_1238",1,0.6,0,1
"ASV_388",21,0.857142857142857,0.2,21
"ASV_423",21,0.857142857142857,0.2,21
"ASV_206",21,0.857142857142857,0.2,21
"ASV_622",21,0.857142857142857,0.2,21
"ASV_685",21,0.857142857142857,0.2,21
"ASV_202",20,0.75,0,20
"ASV_217",21,0.857142857142857,0.2,21
"ASV_308",21,0.857142857142857,0.2,21
"ASV_276",22,0.923076923076923,63,22
"ASV_249",21,0.857142857142857,0.2,21
"ASV_546",21,0.857142857142857,0.2,21
"ASV_1342",21,0.857142857142857,0.2,21
"ASV_747",21,0.857142857142857,0.2,21
"ASV_1047",21,0.857142857142857,0.2,21
"ASV_551",21,0.857142857142857,0.2,21
"ASV_1564",21,0.857142857142857,0.2,21
"ASV_815",21,0.857142857142857,0.2,21
"ASV_1537",21,0.857142857142857,0.2,21
"ASV_686",21,0.857142857142857,0.2,21
"ASV_763",21,0.857142857142857,0.2,21
