source,target,correlation,direct,cor
ASV_1528,ASV_56,0.998607471298574,undirected,+
ASV_9,ASV_1,0.999818538379546,undirected,+
ASV_1507,ASV_60,0.999317092437342,undirected,+
ASV_51,ASV_164,0.999680908596709,undirected,+
ASV_500,ASV_164,0.999973508167524,undirected,+
ASV_424,ASV_164,0.998896449391376,undirected,+
ASV_1439,ASV_164,0.999976131416708,undirected,+
ASV_124,ASV_164,0.999598343918475,undirected,+
ASV_664,ASV_164,0.999916032393366,undirected,+
ASV_1491,ASV_164,0.999771930047574,undirected,+
ASV_303,ASV_164,0.999315644643191,undirected,+
ASV_1370,ASV_164,0.998752848454205,undirected,+
ASV_966,ASV_164,0.998916237573874,undirected,+
ASV_812,ASV_164,0.999872755179805,undirected,+
ASV_309,ASV_164,0.998553116848911,undirected,+
ASV_1488,ASV_164,0.999030297562366,undirected,+
ASV_1501,ASV_164,0.999112162469249,undirected,+
ASV_956,ASV_164,0.999872755179805,undirected,+
ASV_798,ASV_156,0.998545005152377,undirected,+
ASV_742,ASV_156,0.998502996643219,undirected,+
ASV_1364,ASV_156,0.999507378819108,undirected,+
ASV_1491,ASV_156,0.998766265433908,undirected,+
ASV_471,ASV_156,0.998500143342507,undirected,+
ASV_1370,ASV_156,0.998736842499575,undirected,+
ASV_309,ASV_156,0.999766894994872,undirected,+
ASV_1501,ASV_156,0.998668443070649,undirected,+
ASV_736,ASV_2,0.998691567528642,undirected,+
ASV_927,ASV_2,0.999642218152272,undirected,+
ASV_201,ASV_154,0.999661913959687,undirected,+
ASV_622,ASV_154,0.999846884728297,undirected,+
ASV_782,ASV_154,0.999254300728495,undirected,+
ASV_266,ASV_157,0.999992602004832,undirected,+
ASV_643,ASV_183,-0.99922875833521,undirected,-
ASV_437,ASV_42,0.999112842713052,undirected,+
ASV_1223,ASV_136,0.999507107955775,undirected,+
ASV_399,ASV_215,0.999734524983912,undirected,+
ASV_1552,ASV_193,-0.99898220931727,undirected,-
ASV_1022,ASV_152,0.998582202908188,undirected,+
ASV_500,ASV_51,0.999835680578498,undirected,+
ASV_424,ASV_51,0.998974834311258,undirected,+
ASV_1439,ASV_51,0.999706359067142,undirected,+
ASV_124,ASV_51,0.99991997474943,undirected,+
ASV_664,ASV_51,0.999723248229016,undirected,+
ASV_1491,ASV_51,0.999770417508553,undirected,+
ASV_303,ASV_51,0.998917186649912,undirected,+
ASV_966,ASV_51,0.999346830866913,undirected,+
ASV_812,ASV_51,0.999654652141241,undirected,+
ASV_1488,ASV_51,0.999254215814905,undirected,+
ASV_1501,ASV_51,0.998559449050064,undirected,+
ASV_956,ASV_51,0.999654652141241,undirected,+
ASV_697,ASV_140,0.999410971983998,undirected,+
ASV_578,ASV_1658,0.998829764984818,undirected,+
ASV_1261,ASV_104,0.998726002369288,undirected,+
ASV_767,ASV_19,0.999652850300104,undirected,+
ASV_424,ASV_500,0.998983465274336,undirected,+
ASV_1439,ASV_500,0.999970995924531,undirected,+
ASV_124,ASV_500,0.999753255870723,undirected,+
ASV_664,ASV_500,0.999939112613009,undirected,+
ASV_1491,ASV_500,0.999814717252303,undirected,+
ASV_303,ASV_500,0.999272386982627,undirected,+
ASV_1370,ASV_500,0.998584222216888,undirected,+
ASV_966,ASV_500,0.999089280475079,undirected,+
ASV_812,ASV_500,0.999871296931975,undirected,+
ASV_309,ASV_500,0.998487681357468,undirected,+
ASV_1488,ASV_500,0.999172975879118,undirected,+
ASV_1501,ASV_500,0.998974736790139,undirected,+
ASV_956,ASV_500,0.999871296931975,undirected,+
ASV_776,ASV_81,0.99879641228665,undirected,+
ASV_622,ASV_201,0.999067006870274,undirected,+
ASV_782,ASV_201,0.999135389250865,undirected,+
ASV_141,ASV_1424,0.998552332594985,undirected,+
ASV_257,ASV_800,-0.999370611804875,undirected,-
ASV_685,ASV_340,0.999976882762377,undirected,+
ASV_1527,ASV_988,0.99856376611328,undirected,+
ASV_1439,ASV_424,0.99903024924724,undirected,+
ASV_664,ASV_424,0.999082024762109,undirected,+
ASV_1491,ASV_424,0.998754152075569,undirected,+
ASV_427,ASV_424,0.999617732909005,undirected,+
ASV_966,ASV_424,0.999786094933046,undirected,+
ASV_812,ASV_424,0.999501121479981,undirected,+
