"","igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
"ASV_1532",1,1,0,1
"ASV_21",2,1,0,2
"ASV_1302",2,1,0,2
"ASV_483",1,1,0,1
"ASV_9",4,0.75,0,4
"ASV_41",6,1,3,6
"ASV_1497",6,1,3,6
"ASV_1022",4,0.75,0,4
"ASV_29",1,1,0,1
"ASV_1618",1,1,0,1
"ASV_876",1,1,0,1
"ASV_695",1,1,0,1
"ASV_1629",2,1,1,2
"ASV_137",3,0.666666666666667,0,3
"ASV_380",1,1,0,1
"ASV_95",2,1,0,2
"ASV_386",2,1,0,2
"ASV_103",2,0.75,2,2
"ASV_536",2,0.75,2,2
"ASV_109",7,0.714285714285714,6.1,7
"ASV_183",5,0.526315789473684,0,5
"ASV_527",5,0.526315789473684,0,5
"ASV_842",6,0.666666666666667,1.8,6
"ASV_164",7,0.769230769230769,18.2,7
"ASV_500",6,0.666666666666667,1.8,6
"ASV_1660",1,1,0,1
"ASV_119",1,1,0,1
"ASV_51",3,0.6,0,3
"ASV_398",7,0.818181818181818,6,7
"ASV_1439",4,0.642857142857143,8,4
"ASV_624",5,0.642857142857143,0,5
"ASV_481",6,0.692307692307692,0.2,6
"ASV_475",6,0.692307692307692,0.2,6
"ASV_1216",6,0.692307692307692,0.2,6
"ASV_905",6,0.692307692307692,0.2,6
"ASV_291",1,1,0,1
"ASV_133",1,1,0,1
"ASV_1315",1,1,0,1
"ASV_1418",3,0.588235294117647,1.8,3
"ASV_1550",4,0.555555555555556,9.5,4
"ASV_460",1,0.666666666666667,0,1
"ASV_873",1,0.666666666666667,0,1
"ASV_1368",1,0.666666666666667,0,1
"ASV_128",1,0.666666666666667,0,1
"ASV_334",1,1,0,1
"ASV_397",1,1,0,1
"ASV_967",1,1,0,1
"ASV_572",1,0.666666666666667,0,1
"ASV_1508",1,0.666666666666667,0,1
"ASV_739",1,1,0,1
"ASV_266",1,1,0,1
"ASV_61",1,0.666666666666667,0,1
"ASV_763",1,1,0,1
"ASV_747",1,1,0,1
"ASV_664",1,0.555555555555556,0,1
"ASV_1012",4,0.833333333333333,0,4
"ASV_1214",4,0.833333333333333,0,4
"ASV_1207",4,0.833333333333333,0,4
"ASV_992",4,0.833333333333333,0,4
"ASV_910",3,1,2,3
"ASV_355",2,0.75,0,2
"ASV_457",1,1,0,1
"ASV_847",1,1,0,1
"ASV_1112",1,0.409090909090909,0,1
"ASV_1308",3,1,0,3
"ASV_508",3,1,0,3
"ASV_1275",3,1,0,3
"ASV_996",2,1,0,2
"ASV_901",2,1,0,2
"ASV_917",1,1,0,1
"ASV_1607",1,1,0,1
"ASV_846",1,1,0,1
"ASV_581",1,1,0,1
"ASV_1262",1,1,0,1
"ASV_384",1,1,0,1
"ASV_966",1,1,0,1
"ASV_1002",1,1,0,1
"ASV_815",1,1,0,1
"ASV_1198",1,1,0,1
"ASV_678",1,1,0,1
"ASV_1482",1,1,0,1
"ASV_844",5,1,0,5
"ASV_1558",5,1,0,5
"ASV_958",5,1,0,5
"ASV_1051",5,1,0,5
"ASV_753",5,1,0,5
"ASV_925",4,1,0,4
"ASV_357",4,1,0,4
"ASV_1634",4,1,0,4
"ASV_1384",4,1,0,4
"ASV_915",2,1,0,2
"ASV_1163",2,1,0,2
"ASV_684",1,1,0,1
"ASV_911",1,1,0,1
"ASV_1361",1,1,0,1
"ASV_759",1,1,0,1
"ASV_1222",1,1,0,1
"ASV_1625",3,1,0,3
"ASV_1531",3,1,0,3
"ASV_1245",3,1,0,3
"ASV_1386",1,1,0,1
"ASV_972",1,1,0,1
"ASV_415",2,1,0,2
"ASV_642",2,1,0,2
"ASV_1072",1,1,0,1
"ASV_830",1,1,0,1
"ASV_1106",1,1,0,1
"ASV_1498",3,1,0,3
"ASV_1173",3,1,0,3
"ASV_630",3,1,0,3
"ASV_875",1,1,0,1
"ASV_1282",1,1,0,1
"ASV_1425",1,1,0,1
"ASV_1598",1,1,0,1
"ASV_456",1,1,0,1
"ASV_1087",1,1,0,1
"ASV_1177",1,1,0,1
"ASV_991",2,1,0,2
"ASV_1224",2,1,0,2
"ASV_1441",1,1,0,1
"ASV_345",1,1,0,1
"ASV_1604",1,1,0,1
"ASV_347",1,1,0,1
"ASV_579",6,1,0,6
"ASV_1541",6,1,0,6
"ASV_1210",6,1,0,6
"ASV_1538",6,1,0,6
"ASV_491",6,1,0,6
"ASV_1328",6,1,0,6
"ASV_900",1,1,0,1
"ASV_1276",1,1,0,1
"ASV_968",2,1,0,2
"ASV_1084",2,1,0,2
"ASV_1123",1,1,0,1
"ASV_1311",1,1,0,1
"ASV_961",1,1,0,1
"ASV_746",2,1,0,2
"ASV_1107",2,1,0,2
"ASV_1385",2,1,0,2
"ASV_671",2,1,0,2
"ASV_904",2,1,0,2
"ASV_1595",2,1,0,2
"ASV_1096",1,1,0,1
"ASV_1273",3,1,0,3
"ASV_810",3,1,0,3
"ASV_1256",3,1,0,3
"ASV_1551",1,1,0,1
"ASV_1387",2,1,0,2
"ASV_1162",2,1,0,2
"ASV_874",3,1,0,3
"ASV_1336",3,1,0,3
"ASV_1160",3,1,0,3
"ASV_1044",1,1,0,1
"ASV_1537",1,1,0,1
"ASV_12",1,1,0,1
"ASV_15",2,1,0,2
"ASV_6",1,1,0,1
"ASV_1",4,0.75,0,4
"ASV_27",1,1,0,1
"ASV_44",1,1,0,1
"ASV_35",1,1,0,1
"ASV_107",1,1,0,1
"ASV_11",1,0.666666666666667,0,1
"ASV_1412",3,0.666666666666667,0,3
"ASV_96",1,1,0,1
"ASV_83",2,1,0,2
"ASV_101",1,0.5,0,1
"ASV_290",6,0.666666666666667,1.8,6
"ASV_417",1,1,0,1
"ASV_57",1,1,0,1
"ASV_8",8,0.9,9.2,8
"ASV_124",1,1,0,1
"ASV_169",1,1,0,1
"ASV_175",1,1,0,1
"ASV_1505",1,0.37037037037037,0,1
"ASV_237",2,1,1,2
"ASV_219",2,1,1,2
"ASV_135",1,1,0,1
"ASV_490",1,0.5,0,1
"ASV_1054",1,1,0,1
"ASV_1364",1,1,0,1
"ASV_480",2,1,1,2
"ASV_265",1,1,0,1
"ASV_255",1,1,0,1
"ASV_198",2,0.5,0,2
"ASV_262",1,1,0,1
"ASV_184",1,1,0,1
"ASV_1605",5,1,4,5
"ASV_351",2,0.75,0,2
"ASV_1627",1,1,0,1
"ASV_428",1,1,0,1
"ASV_112",1,0.6,0,1
"ASV_359",3,1,0,3
"ASV_1554",2,1,0,2
"ASV_1238",1,1,0,1
"ASV_1601",1,1,0,1
"ASV_598",1,1,0,1
"ASV_329",1,1,0,1
"ASV_121",1,1,0,1
"ASV_637",1,1,0,1
"ASV_1018",1,1,0,1
"ASV_657",1,1,0,1
"ASV_771",1,1,0,1
"ASV_89",1,1,0,1
"ASV_623",1,1,0,1
"ASV_1309",1,1,0,1
"ASV_1223",5,1,0,5
"ASV_569",4,1,0,4
"ASV_791",2,1,0,2
"ASV_1014",1,1,0,1
"ASV_700",1,1,0,1
"ASV_1569",1,1,0,1
"ASV_833",1,1,0,1
"ASV_797",1,1,0,1
"ASV_1011",3,1,0,3
"ASV_748",1,1,0,1
"ASV_444",1,1,0,1
"ASV_1039",2,1,0,2
"ASV_974",1,1,0,1
"ASV_903",1,1,0,1
"ASV_1358",1,1,0,1
"ASV_717",3,1,0,3
"ASV_1533",1,1,0,1
"ASV_1499",1,1,0,1
"ASV_1424",1,1,0,1
"ASV_651",1,1,0,1
"ASV_942",1,1,0,1
"ASV_1189",1,1,0,1
"ASV_1252",1,1,0,1
"ASV_935",2,1,0,2
"ASV_322",1,1,0,1
"ASV_447",1,1,0,1
"ASV_1070",1,1,0,1
"ASV_1097",1,1,0,1
"ASV_496",6,1,0,6
"ASV_1213",1,1,0,1
"ASV_1588",1,1,0,1
"ASV_1567",2,1,0,2
"ASV_930",1,1,0,1
"ASV_1379",1,1,0,1
"ASV_439",1,1,0,1
"ASV_561",2,1,0,2
"ASV_752",2,1,0,2
"ASV_1622",2,1,0,2
"ASV_1563",1,1,0,1
"ASV_1062",3,1,0,3
"ASV_924",1,1,0,1
"ASV_606",2,1,0,2
"ASV_220",3,1,0,3
"ASV_562",1,1,0,1
"ASV_818",1,1,0,1
