"","igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
"ASV_396",9,0.909090909090909,0,9
"ASV_135",9,0.909090909090909,0,9
"ASV_446",9,0.909090909090909,0,9
"ASV_843",9,0.909090909090909,0,9
"ASV_1601",10,1,9,10
"ASV_1066",9,0.909090909090909,0,9
"ASV_1190",9,0.909090909090909,0,9
"ASV_1388",9,0.909090909090909,0,9
"ASV_1580",9,0.909090909090909,0,9
"ASV_708",1,1,0,1
"ASV_9",4,0.833333333333333,0,4
"ASV_417",4,0.833333333333333,0,4
"ASV_1413",4,0.833333333333333,0,4
"ASV_797",5,1,4,5
"ASV_145",1,1,0,1
"ASV_273",2,1,1,2
"ASV_812",1,1,0,1
"ASV_138",1,1,0,1
"ASV_87",3,0.571428571428571,3,3
"ASV_573",2,0.4,0,2
"ASV_1022",6,0.8,15,6
"ASV_697",1,1,0,1
"ASV_399",1,1,0,1
"ASV_217",2,1,1,2
"ASV_1015",2,1,1,2
"ASV_589",1,1,0,1
"ASV_418",1,1,0,1
"ASV_1446",1,0.666666666666667,0,1
"ASV_870",1,1,0,1
"ASV_1157",1,1,0,1
"ASV_437",1,1,0,1
"ASV_365",3,1,0.5,3
"ASV_184",2,0.75,0,2
"ASV_559",2,0.75,0,2
"ASV_795",1,1,0,1
"ASV_235",7,1,11,7
"ASV_40",5,0.777777777777778,0,5
"ASV_794",5,0.777777777777778,0,5
"ASV_76",1,0.538461538461538,0,1
"ASV_998",5,0.777777777777778,0,5
"ASV_1244",5,0.777777777777778,0,5
"ASV_1586",5,0.777777777777778,0,5
"ASV_1121",2,1,1,2
"ASV_1126",1,1,0,1
"ASV_1552",1,1,0,1
"ASV_245",1,0.666666666666667,0,1
"ASV_1605",1,1,0,1
"ASV_381",2,1,1,2
"ASV_233",1,1,0,1
"ASV_608",1,1,0,1
"ASV_1170",2,1,1,2
"ASV_757",1,1,0,1
"ASV_527",1,1,0,1
"ASV_385",1,1,0,1
"ASV_541",1,1,0,1
"ASV_8",1,1,0,1
"ASV_778",1,1,0,1
"ASV_942",1,1,0,1
"ASV_1567",1,1,0,1
"ASV_451",1,1,0,1
"ASV_126",1,1,0,1
"ASV_1327",1,1,0,1
"ASV_1525",1,0.666666666666667,0,1
"ASV_1360",1,1,0,1
"ASV_1240",1,0.526315789473684,0,1
"ASV_564",2,1,1,2
"ASV_793",2,1,0,2
"ASV_884",2,1,0,2
"ASV_1068",1,1,0,1
"ASV_1000",1,0.666666666666667,0,1
"ASV_267",1,1,0,1
"ASV_1558",1,1,0,1
"ASV_1215",1,1,0,1
"ASV_981",5,0.666666666666667,1,5
"ASV_913",5,0.666666666666667,1,5
"ASV_784",5,0.666666666666667,1,5
"ASV_253",5,0.666666666666667,1,5
"ASV_1363",1,1,0,1
"ASV_1124",1,1,0,1
"ASV_305",1,1,0,1
"ASV_928",1,1,0,1
"ASV_675",1,1,0,1
"ASV_503",1,1,0,1
"ASV_1268",1,1,0,1
"ASV_1287",1,1,0,1
"ASV_716",1,1,0,1
"ASV_618",1,1,0,1
"ASV_1419",1,1,0,1
"ASV_880",1,1,0,1
"ASV_933",1,1,0,1
"ASV_1665",1,1,0,1
"ASV_755",1,0.666666666666667,0,1
"ASV_895",1,1,0,1
"ASV_461",1,1,0,1
"ASV_1541",1,1,0,1
"ASV_1181",1,1,0,1
"ASV_1123",1,1,0,1
"ASV_579",1,1,0,1
"ASV_320",1,1,0,1
"ASV_1162",1,1,0,1
"ASV_1537",1,1,0,1
"ASV_82",9,0.909090909090909,0,9
"ASV_45",1,1,0,1
"ASV_1",4,0.833333333333333,0,4
"ASV_54",1,1,0,1
"ASV_26",1,0.666666666666667,0,1
"ASV_94",1,1,0,1
"ASV_507",1,1,0,1
"ASV_98",3,0.571428571428571,3,3
"ASV_128",1,1,0,1
"ASV_215",1,1,0,1
"ASV_21",1,0.666666666666667,0,1
"ASV_131",1,0.666666666666667,0,1
"ASV_325",1,1,0,1
"ASV_195",1,1,0,1
"ASV_72",1,1,0,1
"ASV_152",1,1,0,1
"ASV_44",1,1,0,1
"ASV_307",3,1,0.5,3
"ASV_454",1,1,0,1
"ASV_228",1,0.538461538461538,0,1
"ASV_361",1,0.666666666666667,0,1
"ASV_504",1,1,0,1
"ASV_407",1,1,0,1
"ASV_322",1,1,0,1
"ASV_59",1,0.666666666666667,0,1
"ASV_133",1,1,0,1
"ASV_140",1,1,0,1
"ASV_628",1,0.666666666666667,0,1
"ASV_1407",1,1,0,1
"ASV_543",1,1,0,1
"ASV_362",1,1,0,1
"ASV_330",1,1,0,1
"ASV_436",1,1,0,1
"ASV_562",1,1,0,1
"ASV_491",1,1,0,1
"ASV_1550",1,1,0,1
"ASV_374",1,1,0,1
"ASV_494",1,1,0,1
"ASV_824",1,1,0,1
"ASV_434",1,1,0,1
"ASV_1368",1,0.666666666666667,0,1
"ASV_561",2,1,0,2
"ASV_526",1,1,0,1
"ASV_747",1,1,0,1
"ASV_602",1,1,0,1
"ASV_949",1,1,0,1
"ASV_726",4,0.5,0,4
"ASV_627",1,1,0,1
"ASV_649",1,1,0,1
"ASV_889",1,1,0,1
"ASV_165",1,1,0,1
"ASV_924",1,1,0,1
"ASV_1078",1,1,0,1
"ASV_723",1,1,0,1
"ASV_1019",1,1,0,1
"ASV_997",1,1,0,1
